OID_,Join_Count,TARGET_FID,gridcode,rca_id,uRCA,uRCA_int,Join_Count_1,TARGET_FID_1,TNMID,MetaSource,SourceData,SourceOrig,SourceFeat,LoadDate,GNIS_ID,AreaAcres,AreaSqKm,States,HUC12,Name,HUType,HUMod,ToHUC,NonContrib,NonContr_1,Shape_Leng,Surveyed,RECORDNUMB,ACRES,AFSNUMBER,DOFNUMBER,USFSNUMBER,ADDNUMBER,PERIMETERD,LATESTPERI,SOURCE,SOURCEMETH,SOURCECLAS,AGENCYACRE,ACREAGEMET,COMMENTS,FIREID,FIREYEAR,UPDATETIME,UPDATEUSER,USEDONFINA,FPOUTDATE,FPMERGEDDA,IRWINID,PRESCRIBED,FIRESEASON,Year,Years,Shape_Le_1,Z_Mean,Avg_Slope,Shape_Le_2,Shape_Area_1,Shape_Length,Shape_Area
505,2,143,489,489.000000000000000,489,489,2,505,{DE0DE30A-72B4-4203-A42F-67B75DBF70AB},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,17333.720000000001164,70.150000000000006,AK,190803031805,Sand Creek,S,NM,190803031806,0.000000000000000,0.000000000000000,39656.951032600001781,1,284,49816.250000000000000,B284,312284,P00284, ,11/26/2004 0:00:00,Yes,Not Recorded, , ,0.000000000000000, ,None Recorded,1152,2003,11/26/2004 0:00:00,gschmunk, ,8/19/2003 0:00:00,, ,N,2000 - 2009,2003.000000000000000,2000.000000000000000,116558.365732000005664,572.602440888000046,26.868572107900000,39656.951032600001781,70147073.622700005769730,11126.994937440171270,5379390.175835432484746
506,1,17,490,490.000000000000000,490,490,2,506,{CD1BADAC-7EDE-4418-96DB-403AFD11B353},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,29701.860000000000582,120.200000000000003,AK,190803070108,Caribou Creek,S,NM,190803070111,0.000000000000000,0.000000000000000,63008.126993099998799,1,219,19442.779999999998836,FEU5,012219,PNFEU5, ,6/6/2010 0:00:00,Yes,Not Recorded, , ,0.000000000000000, ,None Recorded,33142,2010,6/6/2010 0:00:00,DNR Delta,No,8/30/2010 0:00:00,, ,N,2010 - 2019,2010.000000000000000,2010.000000000000000,86152.579521399995429,661.066701792000003,14.424738446499999,63008.126993099998799,120199150.312999993562698,8833.162235420357320,3575599.376826868858188
507,1,17,491,491.000000000000000,491,491,2,507,{CD1BADAC-7EDE-4418-96DB-403AFD11B353},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,29701.860000000000582,120.200000000000003,AK,190803070108,Caribou Creek,S,NM,190803070111,0.000000000000000,0.000000000000000,63008.126993099998799,1,219,19442.779999999998836,FEU5,012219,PNFEU5, ,6/6/2010 0:00:00,Yes,Not Recorded, , ,0.000000000000000, ,None Recorded,33142,2010,6/6/2010 0:00:00,DNR Delta,No,8/30/2010 0:00:00,, ,N,2010 - 2019,2010.000000000000000,2010.000000000000000,86152.579521399995429,661.066701792000003,14.424738446499999,63008.126993099998799,120199150.312999993562698,13668.028648324105234,7917920.282762513495982
508,5,177,492,492.000000000000000,492,492,1,508,{00A01686-049E-4293-84D9-0F1FE7AA66F4},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,35952.699999999997090,145.500000000000000,AK,190803031806,Tenmile Creek-Goodpaster River,S,NM,190803031809,0.000000000000000,0.000000000000000,62980.180979600001592,1,312,182831.269999999989523,A5TX,412312,PNA5TX,175815,8/9/2005 0:00:00,Yes,Image Interpretation,Other, ,0.000000000000000, ,Fire perimeter modified using Landsat Image Service.,1832,2004,3/14/2019 0:00:00,jljenkins, ,10/1/2004 0:00:00,, ,N,2000 - 2009,2004.000000000000000,2000.000000000000000,340519.879099000012502,574.762692593999986,26.442947957499999,62980.180979600001592,145495417.972000002861023,18.854587657343956,17.098484615648772
509,5,177,492,492.000000000000000,492,492,1,509,{00A01686-049E-4293-84D9-0F1FE7AA66F4},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,35952.699999999997090,145.500000000000000,AK,190803031806,Tenmile Creek-Goodpaster River,S,NM,190803031809,0.000000000000000,0.000000000000000,62980.180979600001592,1,312,182831.269999999989523,A5TX,412312,PNA5TX,175815,8/9/2005 0:00:00,Yes,Image Interpretation,Other, ,0.000000000000000, ,Fire perimeter modified using Landsat Image Service.,1832,2004,3/14/2019 0:00:00,jljenkins, ,10/1/2004 0:00:00,, ,N,2000 - 2009,2004.000000000000000,2000.000000000000000,340519.879099000012502,574.762692593999986,26.442947957499999,62980.180979600001592,145495417.972000002861023,6032.909991423831343,1229349.449471153318882
510,2,143,493,493.000000000000000,493,493,2,510,{DE0DE30A-72B4-4203-A42F-67B75DBF70AB},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,17333.720000000001164,70.150000000000006,AK,190803031805,Sand Creek,S,NM,190803031806,0.000000000000000,0.000000000000000,39656.951032600001781,1,284,49816.250000000000000,B284,312284,P00284, ,11/26/2004 0:00:00,Yes,Not Recorded, , ,0.000000000000000, ,None Recorded,1152,2003,11/26/2004 0:00:00,gschmunk, ,8/19/2003 0:00:00,, ,N,2000 - 2009,2003.000000000000000,2000.000000000000000,116558.365732000005664,572.602440888000046,26.868572107900000,39656.951032600001781,70147073.622700005769730,14589.619191700769079,9931354.264159511774778
511,1,101,494,494.000000000000000,494,494,1,511,{277BC581-E8EE-4C56-A9E9-B7EBEBF148D1},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,39292.529999999998836,159.009999999999991,AK,190803031701,Upper South Fork Goodpaster River,S,NM,190803031703,0.000000000000000,0.000000000000000,63399.352790400000231,1, ,69387.160000000003492,9518, , , ,11/1/1969 0:00:00,Yes,Digitized,Image, ,0.000000000000000, ,Digitized from 1976 Landsat image P73 R15.,25785,1969,3/12/2008 0:00:00,jhrobak,No,7/6/1969 0:00:00,, ,N,1960 - 1969,1969.000000000000000,1960.000000000000000,86517.263427300000330,1080.595546949999971,35.280841507900000,63399.352790400000231,159011230.574000000953674,11105.760924849158982,6453748.346739039756358
512,1,101,495,495.000000000000000,495,495,1,512,{277BC581-E8EE-4C56-A9E9-B7EBEBF148D1},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,39292.529999999998836,159.009999999999991,AK,190803031701,Upper South Fork Goodpaster River,S,NM,190803031703,0.000000000000000,0.000000000000000,63399.352790400000231,1, ,69387.160000000003492,9518, , , ,11/1/1969 0:00:00,Yes,Digitized,Image, ,0.000000000000000, ,Digitized from 1976 Landsat image P73 R15.,25785,1969,3/12/2008 0:00:00,jhrobak,No,7/6/1969 0:00:00,, ,N,1960 - 1969,1969.000000000000000,1960.000000000000000,86517.263427300000330,1080.595546949999971,35.280841507900000,63399.352790400000231,159011230.574000000953674,7573.504404785670886,2503693.808639700990170
513,4,43,496,496.000000000000000,496,496,1,513,{AC25DE5E-029C-4FE7-9256-C9115C5AA4AC},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,30487.139999999999418,123.379999999999995,AK,190803070106,Middle Shaw Creek,S,NM,190803070111,0.000000000000000,0.000000000000000,76512.737458400006290,1,239,28.829999999999998, ,012239, ,10,6/16/2020 0:00:00,Yes,Image Interpretation, , ,0.000000000000000, ,Perimeter digitized using Sentinel 2 image collected 6/16,66726,2020,6/25/2020 0:00:00,dmgriggs, ,6/17/2020 0:00:00,,{2A3FF416-CE06-4066-A31F-2F752D321050},N,2020 - 2029,2020.000000000000000,2020.000000000000000,1616.677536149999924,0.000000000000000,0.000000000000000,76512.737458400006290,123377162.228000000119209,4991.920026171287645,1106296.155607286607847
514,4,43,497,497.000000000000000,497,497,2,514,{AC25DE5E-029C-4FE7-9256-C9115C5AA4AC},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,30487.139999999999418,123.379999999999995,AK,190803070106,Middle Shaw Creek,S,NM,190803070111,0.000000000000000,0.000000000000000,76512.737458400006290,1,239,28.829999999999998, ,012239, ,10,6/16/2020 0:00:00,Yes,Image Interpretation, , ,0.000000000000000, ,Perimeter digitized using Sentinel 2 image collected 6/16,66726,2020,6/25/2020 0:00:00,dmgriggs, ,6/17/2020 0:00:00,,{2A3FF416-CE06-4066-A31F-2F752D321050},N,2020 - 2029,2020.000000000000000,2020.000000000000000,1616.677536149999924,0.000000000000000,0.000000000000000,76512.737458400006290,123377162.228000000119209,14356.322314881252169,7519185.651254245080054
515,0,87,498,498.000000000000000,498,498,2,515,{C1C46027-2D05-432A-8519-36DECF756CB9},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,13236.190000000000509,53.570000000000000,AK,190803070110,Keystone Creek,M,NM,190803070111,0.000000000000000,0.000000000000000,43371.175121599997510,1, ,0.000000000000000, , , , ,5/20/2008 0:00:00, , , , ,0.000000000000000, , ,0, ,7/6/2008 0:00:00, , ,5/28/2008 0:00:00,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,642.406172425000022,17.812848381399998,43371.175893899999210,53564932.551600001752377,11026.748440294506509,5656679.096329550258815
516,0,87,499,499.000000000000000,499,499,2,516,{C1C46027-2D05-432A-8519-36DECF756CB9},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,13236.190000000000509,53.570000000000000,AK,190803070110,Keystone Creek,M,NM,190803070111,0.000000000000000,0.000000000000000,43371.175121599997510,1, ,0.000000000000000, , , , ,5/20/2008 0:00:00, , , , ,0.000000000000000, , ,0, ,7/6/2008 0:00:00, , ,5/28/2008 0:00:00,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,642.406172425000022,17.812848381399998,43371.175893899999210,53564932.551600001752377,9164.899874934553736,2959803.338228790089488
517,1,101,500,500.000000000000000,500,500,1,517,{277BC581-E8EE-4C56-A9E9-B7EBEBF148D1},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,39292.529999999998836,159.009999999999991,AK,190803031701,Upper South Fork Goodpaster River,S,NM,190803031703,0.000000000000000,0.000000000000000,63399.352790400000231,1, ,69387.160000000003492,9518, , , ,11/1/1969 0:00:00,Yes,Digitized,Image, ,0.000000000000000, ,Digitized from 1976 Landsat image P73 R15.,25785,1969,3/12/2008 0:00:00,jhrobak,No,7/6/1969 0:00:00,, ,N,1960 - 1969,1969.000000000000000,1960.000000000000000,86517.263427300000330,1080.595546949999971,35.280841507900000,63399.352790400000231,159011230.574000000953674,4483.720366503347577,1054571.319797168020159
518,1,101,501,501.000000000000000,501,501,1,518,{277BC581-E8EE-4C56-A9E9-B7EBEBF148D1},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,39292.529999999998836,159.009999999999991,AK,190803031701,Upper South Fork Goodpaster River,S,NM,190803031703,0.000000000000000,0.000000000000000,63399.352790400000231,1, ,69387.160000000003492,9518, , , ,11/1/1969 0:00:00,Yes,Digitized,Image, ,0.000000000000000, ,Digitized from 1976 Landsat image P73 R15.,25785,1969,3/12/2008 0:00:00,jhrobak,No,7/6/1969 0:00:00,, ,N,1960 - 1969,1969.000000000000000,1960.000000000000000,86517.263427300000330,1080.595546949999971,35.280841507900000,63399.352790400000231,159011230.574000000953674,11589.611242458540801,5410117.195312097668648
519,1,17,502,502.000000000000000,502,502,2,519,{CD1BADAC-7EDE-4418-96DB-403AFD11B353},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,29701.860000000000582,120.200000000000003,AK,190803070108,Caribou Creek,S,NM,190803070111,0.000000000000000,0.000000000000000,63008.126993099998799,1,219,19442.779999999998836,FEU5,012219,PNFEU5, ,6/6/2010 0:00:00,Yes,Not Recorded, , ,0.000000000000000, ,None Recorded,33142,2010,6/6/2010 0:00:00,DNR Delta,No,8/30/2010 0:00:00,, ,N,2010 - 2019,2010.000000000000000,2010.000000000000000,86152.579521399995429,661.066701792000003,14.424738446499999,63008.126993099998799,120199150.312999993562698,9563.984608583685258,4089817.776249456685036
520,1,17,503,503.000000000000000,503,503,1,520,{CD1BADAC-7EDE-4418-96DB-403AFD11B353},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,29701.860000000000582,120.200000000000003,AK,190803070108,Caribou Creek,S,NM,190803070111,0.000000000000000,0.000000000000000,63008.126993099998799,1,219,19442.779999999998836,FEU5,012219,PNFEU5, ,6/6/2010 0:00:00,Yes,Not Recorded, , ,0.000000000000000, ,None Recorded,33142,2010,6/6/2010 0:00:00,DNR Delta,No,8/30/2010 0:00:00,, ,N,2010 - 2019,2010.000000000000000,2010.000000000000000,86152.579521399995429,661.066701792000003,14.424738446499999,63008.126993099998799,120199150.312999993562698,6293.288131355007863,1462363.515639262273908
521,1,17,504,504.000000000000000,504,504,1,521,{CD1BADAC-7EDE-4418-96DB-403AFD11B353},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,29701.860000000000582,120.200000000000003,AK,190803070108,Caribou Creek,S,NM,190803070111,0.000000000000000,0.000000000000000,63008.126993099998799,1,219,19442.779999999998836,FEU5,012219,PNFEU5, ,6/6/2010 0:00:00,Yes,Not Recorded, , ,0.000000000000000, ,None Recorded,33142,2010,6/6/2010 0:00:00,DNR Delta,No,8/30/2010 0:00:00,, ,N,2010 - 2019,2010.000000000000000,2010.000000000000000,86152.579521399995429,661.066701792000003,14.424738446499999,63008.126993099998799,120199150.312999993562698,2168.880607248233446,205707.205764410347911
522,1,17,505,505.000000000000000,505,505,1,522,{CD1BADAC-7EDE-4418-96DB-403AFD11B353},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,29701.860000000000582,120.200000000000003,AK,190803070108,Caribou Creek,S,NM,190803070111,0.000000000000000,0.000000000000000,63008.126993099998799,1,219,19442.779999999998836,FEU5,012219,PNFEU5, ,6/6/2010 0:00:00,Yes,Not Recorded, , ,0.000000000000000, ,None Recorded,33142,2010,6/6/2010 0:00:00,DNR Delta,No,8/30/2010 0:00:00,, ,N,2010 - 2019,2010.000000000000000,2010.000000000000000,86152.579521399995429,661.066701792000003,14.424738446499999,63008.126993099998799,120199150.312999993562698,11550.575801234261235,6654639.842786923982203
523,2,94,506,506.000000000000000,506,506,1,523,{635B2E02-16F1-4151-A6F4-350426CA27D5},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,19570.759999999998399,79.200000000000003,AK,190803031705,Big Swede Creek,S,NM,190803031708,0.000000000000000,0.000000000000000,40815.573671500002092,1,207,58078.949999999997090,F38A,112207,PNF38A, ,6/10/2011 0:00:00,Yes,GPS,Helicopter, ,0.000000000000000, ,None Recorded,34868,2011,6/10/2011 0:00:00,DNR Delta,No,8/10/2011 0:00:00,, ,N,2010 - 2019,2011.000000000000000,2010.000000000000000,126404.151492000004509,740.177859910000052,30.839139157599998,40815.573671500002092,79200037.807600006461143,9878.679977763275019,5278069.122915557585657
524,2,94,507,507.000000000000000,507,507,1,524,{635B2E02-16F1-4151-A6F4-350426CA27D5},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,19570.759999999998399,79.200000000000003,AK,190803031705,Big Swede Creek,S,NM,190803031708,0.000000000000000,0.000000000000000,40815.573671500002092,1,207,58078.949999999997090,F38A,112207,PNF38A, ,6/10/2011 0:00:00,Yes,GPS,Helicopter, ,0.000000000000000, ,None Recorded,34868,2011,6/10/2011 0:00:00,DNR Delta,No,8/10/2011 0:00:00,, ,N,2010 - 2019,2011.000000000000000,2010.000000000000000,126404.151492000004509,740.177859910000052,30.839139157599998,40815.573671500002092,79200037.807600006461143,8775.558144683152932,3549551.923222692683339
525,1,52,508,508.000000000000000,508,508,1,525,{9D8866FB-13E2-4477-BDA2-26E3F3150460},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,49833.029999999998836,201.669999999999987,AK,190803031702,West Fork South Fork Goodpaster River,S,NM,190803031703,0.000000000000000,0.000000000000000,68615.191544999994221,1, ,69387.160000000003492,9518, , , ,11/1/1969 0:00:00,Yes,Digitized,Image, ,0.000000000000000, ,Digitized from 1976 Landsat image P73 R15.,25785,1969,3/12/2008 0:00:00,jhrobak,No,7/6/1969 0:00:00,, ,N,1960 - 1969,1969.000000000000000,1960.000000000000000,86517.263427300000330,858.057786837999970,30.158176038899999,68615.191544999994221,201667095.585999995470047,5379.528209567054546,1078659.521350485738367
526,1,52,509,509.000000000000000,509,509,1,526,{9D8866FB-13E2-4477-BDA2-26E3F3150460},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,49833.029999999998836,201.669999999999987,AK,190803031702,West Fork South Fork Goodpaster River,S,NM,190803031703,0.000000000000000,0.000000000000000,68615.191544999994221,1, ,69387.160000000003492,9518, , , ,11/1/1969 0:00:00,Yes,Digitized,Image, ,0.000000000000000, ,Digitized from 1976 Landsat image P73 R15.,25785,1969,3/12/2008 0:00:00,jhrobak,No,7/6/1969 0:00:00,, ,N,1960 - 1969,1969.000000000000000,1960.000000000000000,86517.263427300000330,858.057786837999970,30.158176038899999,68615.191544999994221,201667095.585999995470047,3339.851396506924175,579422.385527933598496
527,1,118,510,510.000000000000000,510,510,1,527,{88655252-0DD7-4B01-A12E-85A821B7B901},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,14672.649999999999636,59.380000000000003,AK,190803070105,Rapid Creek,S,NM,190803070106,0.000000000000000,0.000000000000000,35001.478163100000529,1, ,3967.679999999999836,A076,612028, ,4630,11/14/1986 0:00:00,Yes,Image Interpretation, , ,0.000000000000000, ,Fire perimeter modified using Landsat Image Service.,25255,1986,3/14/2019 0:00:00,jljenkins, ,7/29/1986 0:00:00,, ,N,1980 - 1989,1986.000000000000000,1980.000000000000000,25867.977277699999831,697.959725419000051,12.809834715499999,35001.478163100000529,59378118.979500003159046,5619.715694863788485,1087342.700564949773252
528,1,118,511,511.000000000000000,511,511,1,528,{88655252-0DD7-4B01-A12E-85A821B7B901},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,14672.649999999999636,59.380000000000003,AK,190803070105,Rapid Creek,S,NM,190803070106,0.000000000000000,0.000000000000000,35001.478163100000529,1, ,3967.679999999999836,A076,612028, ,4630,11/14/1986 0:00:00,Yes,Image Interpretation, , ,0.000000000000000, ,Fire perimeter modified using Landsat Image Service.,25255,1986,3/14/2019 0:00:00,jljenkins, ,7/29/1986 0:00:00,, ,N,1980 - 1989,1986.000000000000000,1980.000000000000000,25867.977277699999831,697.959725419000051,12.809834715499999,35001.478163100000529,59378118.979500003159046,230.000000000000000,550.000000000000000
529,1,118,511,511.000000000000000,511,511,1,529,{88655252-0DD7-4B01-A12E-85A821B7B901},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,14672.649999999999636,59.380000000000003,AK,190803070105,Rapid Creek,S,NM,190803070106,0.000000000000000,0.000000000000000,35001.478163100000529,1, ,3967.679999999999836,A076,612028, ,4630,11/14/1986 0:00:00,Yes,Image Interpretation, , ,0.000000000000000, ,Fire perimeter modified using Landsat Image Service.,25255,1986,3/14/2019 0:00:00,jljenkins, ,7/29/1986 0:00:00,, ,N,1980 - 1989,1986.000000000000000,1980.000000000000000,25867.977277699999831,697.959725419000051,12.809834715499999,35001.478163100000529,59378118.979500003159046,7457.068215552536458,2220665.342568484134972
530,1,42,512,512.000000000000000,512,512,1,530,{93B8821A-C349-4AD1-ACFA-99AA96188678},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,11770.479999999999563,47.630000000000003,AK,190803070107,Cottonwood Creek,S,NM,190803070108,0.000000000000000,0.000000000000000,33291.425681599997915,1,219,19442.779999999998836,FEU5,012219,PNFEU5, ,6/6/2010 0:00:00,Yes,Not Recorded, , ,0.000000000000000, ,None Recorded,33142,2010,6/6/2010 0:00:00,DNR Delta,No,8/30/2010 0:00:00,, ,N,2010 - 2019,2010.000000000000000,2010.000000000000000,86152.579521399995429,0.000000000000000,0.000000000000000,33291.423954999998386,47633328.953500002622604,6213.251103830829379,1428006.760674777673557
531,1,42,513,513.000000000000000,513,513,1,531,{93B8821A-C349-4AD1-ACFA-99AA96188678},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,11770.479999999999563,47.630000000000003,AK,190803070107,Cottonwood Creek,S,NM,190803070108,0.000000000000000,0.000000000000000,33291.425681599997915,1,219,19442.779999999998836,FEU5,012219,PNFEU5, ,6/6/2010 0:00:00,Yes,Not Recorded, , ,0.000000000000000, ,None Recorded,33142,2010,6/6/2010 0:00:00,DNR Delta,No,8/30/2010 0:00:00,, ,N,2010 - 2019,2010.000000000000000,2010.000000000000000,86152.579521399995429,0.000000000000000,0.000000000000000,33291.423954999998386,47633328.953500002622604,19.999999998137355,24.999999995343387
532,1,42,513,513.000000000000000,513,513,1,532,{93B8821A-C349-4AD1-ACFA-99AA96188678},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,11770.479999999999563,47.630000000000003,AK,190803070107,Cottonwood Creek,S,NM,190803070108,0.000000000000000,0.000000000000000,33291.425681599997915,1,219,19442.779999999998836,FEU5,012219,PNFEU5, ,6/6/2010 0:00:00,Yes,Not Recorded, , ,0.000000000000000, ,None Recorded,33142,2010,6/6/2010 0:00:00,DNR Delta,No,8/30/2010 0:00:00,, ,N,2010 - 2019,2010.000000000000000,2010.000000000000000,86152.579521399995429,0.000000000000000,0.000000000000000,33291.423954999998386,47633328.953500002622604,8582.896276543924614,3166446.930969637818635
533,1,118,514,514.000000000000000,514,514,1,533,{88655252-0DD7-4B01-A12E-85A821B7B901},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,14672.649999999999636,59.380000000000003,AK,190803070105,Rapid Creek,S,NM,190803070106,0.000000000000000,0.000000000000000,35001.478163100000529,1, ,3967.679999999999836,A076,612028, ,4630,11/14/1986 0:00:00,Yes,Image Interpretation, , ,0.000000000000000, ,Fire perimeter modified using Landsat Image Service.,25255,1986,3/14/2019 0:00:00,jljenkins, ,7/29/1986 0:00:00,, ,N,1980 - 1989,1986.000000000000000,1980.000000000000000,25867.977277699999831,697.959725419000051,12.809834715499999,35001.478163100000529,59378118.979500003159046,422.724691200257837,11092.814009880687081
534,4,43,515,515.000000000000000,515,515,2,534,{AC25DE5E-029C-4FE7-9256-C9115C5AA4AC},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,30487.139999999999418,123.379999999999995,AK,190803070106,Middle Shaw Creek,S,NM,190803070111,0.000000000000000,0.000000000000000,76512.737458400006290,1,239,28.829999999999998, ,012239, ,10,6/16/2020 0:00:00,Yes,Image Interpretation, , ,0.000000000000000, ,Perimeter digitized using Sentinel 2 image collected 6/16,66726,2020,6/25/2020 0:00:00,dmgriggs, ,6/17/2020 0:00:00,,{2A3FF416-CE06-4066-A31F-2F752D321050},N,2020 - 2029,2020.000000000000000,2020.000000000000000,1616.677536149999924,0.000000000000000,0.000000000000000,76512.737458400006290,123377162.228000000119209,10670.675875933913630,5888447.404911004938185
535,1,52,516,516.000000000000000,516,516,2,535,{9D8866FB-13E2-4477-BDA2-26E3F3150460},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,49833.029999999998836,201.669999999999987,AK,190803031702,West Fork South Fork Goodpaster River,S,NM,190803031703,0.000000000000000,0.000000000000000,68615.191544999994221,1, ,69387.160000000003492,9518, , , ,11/1/1969 0:00:00,Yes,Digitized,Image, ,0.000000000000000, ,Digitized from 1976 Landsat image P73 R15.,25785,1969,3/12/2008 0:00:00,jhrobak,No,7/6/1969 0:00:00,, ,N,1960 - 1969,1969.000000000000000,1960.000000000000000,86517.263427300000330,858.057786837999970,30.158176038899999,68615.191544999994221,201667095.585999995470047,19142.309296048337274,14197253.014376327395439
536,1,52,517,517.000000000000000,517,517,2,536,{9D8866FB-13E2-4477-BDA2-26E3F3150460},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,49833.029999999998836,201.669999999999987,AK,190803031702,West Fork South Fork Goodpaster River,S,NM,190803031703,0.000000000000000,0.000000000000000,68615.191544999994221,1, ,69387.160000000003492,9518, , , ,11/1/1969 0:00:00,Yes,Digitized,Image, ,0.000000000000000, ,Digitized from 1976 Landsat image P73 R15.,25785,1969,3/12/2008 0:00:00,jhrobak,No,7/6/1969 0:00:00,, ,N,1960 - 1969,1969.000000000000000,1960.000000000000000,86517.263427300000330,858.057786837999970,30.158176038899999,68615.191544999994221,201667095.585999995470047,23906.265423475892021,15286975.855777157470584
537,1,101,518,518.000000000000000,518,518,1,537,{277BC581-E8EE-4C56-A9E9-B7EBEBF148D1},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,39292.529999999998836,159.009999999999991,AK,190803031701,Upper South Fork Goodpaster River,S,NM,190803031703,0.000000000000000,0.000000000000000,63399.352790400000231,1, ,69387.160000000003492,9518, , , ,11/1/1969 0:00:00,Yes,Digitized,Image, ,0.000000000000000, ,Digitized from 1976 Landsat image P73 R15.,25785,1969,3/12/2008 0:00:00,jhrobak,No,7/6/1969 0:00:00,, ,N,1960 - 1969,1969.000000000000000,1960.000000000000000,86517.263427300000330,1080.595546949999971,35.280841507900000,63399.352790400000231,159011230.574000000953674,9619.693667006649775,4599224.473216420970857
538,1,101,519,519.000000000000000,519,519,1,538,{277BC581-E8EE-4C56-A9E9-B7EBEBF148D1},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,39292.529999999998836,159.009999999999991,AK,190803031701,Upper South Fork Goodpaster River,S,NM,190803031703,0.000000000000000,0.000000000000000,63399.352790400000231,1, ,69387.160000000003492,9518, , , ,11/1/1969 0:00:00,Yes,Digitized,Image, ,0.000000000000000, ,Digitized from 1976 Landsat image P73 R15.,25785,1969,3/12/2008 0:00:00,jhrobak,No,7/6/1969 0:00:00,, ,N,1960 - 1969,1969.000000000000000,1960.000000000000000,86517.263427300000330,1080.595546949999971,35.280841507900000,63399.352790400000231,159011230.574000000953674,11179.479661386341832,4648561.424190291203558
539,4,43,520,520.000000000000000,520,520,1,539,{AC25DE5E-029C-4FE7-9256-C9115C5AA4AC},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,30487.139999999999418,123.379999999999995,AK,190803070106,Middle Shaw Creek,S,NM,190803070111,0.000000000000000,0.000000000000000,76512.737458400006290,1,239,28.829999999999998, ,012239, ,10,6/16/2020 0:00:00,Yes,Image Interpretation, , ,0.000000000000000, ,Perimeter digitized using Sentinel 2 image collected 6/16,66726,2020,6/25/2020 0:00:00,dmgriggs, ,6/17/2020 0:00:00,,{2A3FF416-CE06-4066-A31F-2F752D321050},N,2020 - 2029,2020.000000000000000,2020.000000000000000,1616.677536149999924,0.000000000000000,0.000000000000000,76512.737458400006290,123377162.228000000119209,1109.366830321788939,57361.894865740476234
540,4,43,521,521.000000000000000,521,521,1,540,{AC25DE5E-029C-4FE7-9256-C9115C5AA4AC},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,30487.139999999999418,123.379999999999995,AK,190803070106,Middle Shaw Creek,S,NM,190803070111,0.000000000000000,0.000000000000000,76512.737458400006290,1,239,28.829999999999998, ,012239, ,10,6/16/2020 0:00:00,Yes,Image Interpretation, , ,0.000000000000000, ,Perimeter digitized using Sentinel 2 image collected 6/16,66726,2020,6/25/2020 0:00:00,dmgriggs, ,6/17/2020 0:00:00,,{2A3FF416-CE06-4066-A31F-2F752D321050},N,2020 - 2029,2020.000000000000000,2020.000000000000000,1616.677536149999924,0.000000000000000,0.000000000000000,76512.737458400006290,123377162.228000000119209,14293.222580236195427,7850853.187240139581263
