OID_,Join_Count,TARGET_FID,Join_Count_1,TARGET_FID_1,Join_Cou_1,TARGET_F_1,Dam_Type,Dam_Condit,Notes,Beaver_cre,Dam_Num,Surveyor,Dam_Cond_1,Beaver_C_1,OBJECTID_1,Shape_Leng,Area_m2,Notes_1,Length_m,Width_m,Dam_Num_1,Surveyor_1,TNMID,MetaSource,SourceData,SourceOrig,SourceFeat,LoadDate,GNIS_ID,AreaAcres,AreaSqKm,States,HUC12,Name,HUType,HUMod,ToHUC,NonContrib,NonContr_1,Shape_Le_1,Surveyed,Shape_Le_2,RECORDNUMB,ACRES,AFSNUMBER,DOFNUMBER,USFSNUMBER,ADDNUMBER,PERIMETERD,LATESTPERI,SOURCE,SOURCEMETH,SOURCECLAS,AGENCYACRE,ACREAGEMET,COMMENTS,FIREID,FIREYEAR,UPDATETIME,UPDATEUSER,USEDONFINA,FPOUTDATE,FPMERGEDDA,IRWINID,PRESCRIBED,FIRESEASON,Year,Years,Shape_Le_3,Z,Shape_Leng_1,Shape_Le_12,rid,RCA_area,h2oAreaKm2,RCA_poly_h2oAreaKm2
226,1,260,1,226,0,226,side,active, ,Y,133,EB, , ,796,254.061072453999998,1247.000000000000000, ,110.000000000000000,16.000000000000000,133,EB,{EA81C922-73E1-4551-974C-D0AF60E64AB7},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,38130.900000000001455,154.310000000000002,AK,190803060305,Middle Fork Chena River,S,NM,190803060602,0.000000000000000,0.000000000000000,71589.976041700007045,1,71589.976041700007045, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,251.307735417000004,1678.101874810000027,1678.101874810000027,3592,1.242783061840000,1387.320071619999908,1387.320071620499903
227,1,260,1,227,0,227,side,active, ,Y,133,EB, , ,932,323.312401893000015,0.000000000000000, ,12.000000000000000,13.000000000000000,133,EB,{EA81C922-73E1-4551-974C-D0AF60E64AB7},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,38130.900000000001455,154.310000000000002,AK,190803060305,Middle Fork Chena River,S,NM,190803060602,0.000000000000000,0.000000000000000,71589.976041700007045,1,71589.976041700007045, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,251.307735417000004,1678.101874810000027,1678.101874810000027,3592,1.242783061840000,1387.320071619999908,1387.320071620499903
228,1,261,1,228,0,228,side,active, ,Y,10076,EB, , ,935,346.153189278000013,0.000000000000000, ,156.000000000000000,24.000000000000000,10076,EB,{EA81C922-73E1-4551-974C-D0AF60E64AB7},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,38130.900000000001455,154.310000000000002,AK,190803060305,Middle Fork Chena River,S,NM,190803060602,0.000000000000000,0.000000000000000,71589.976041700007045,1,71589.976041700007045, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,254.602215430000001,1609.392249199999924,1609.392249199999924,3649,0.658724001392000,1385.209153179999930,1385.209153180380099
229,1,262,1,229,0,229,side,active, ,Y,10077,EB, , ,936,899.600622866999970,0.000000000000000, ,274.000000000000000,19.000000000000000,10077,EB,{EA81C922-73E1-4551-974C-D0AF60E64AB7},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,38130.900000000001455,154.310000000000002,AK,190803060305,Middle Fork Chena River,S,NM,190803060602,0.000000000000000,0.000000000000000,71589.976041700007045,1,71589.976041700007045, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,256.563633214999982,1609.392249199999924,1609.392249199999924,3649,0.658724001392000,1385.209153179999930,1385.209153180380099
230,1,263,1,230,0,230,main,active, ,Y,10078,EB, , ,937,471.650547444999972,0.000000000000000, ,166.000000000000000,16.000000000000000,10078,EB,{EA81C922-73E1-4551-974C-D0AF60E64AB7},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,38130.900000000001455,154.310000000000002,AK,190803060305,Middle Fork Chena River,S,NM,190803060602,0.000000000000000,0.000000000000000,71589.976041700007045,1,71589.976041700007045, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,256.255895932999977,1609.392249199999924,1609.392249199999924,3649,0.658724001392000,1385.209153179999930,1385.209153180380099
231,1,264,1,231,0,231,main,active, ,M,10079,EB, , ,938,945.246215281999980,0.000000000000000, ,404.000000000000000,32.000000000000000,10079,EB,{EA81C922-73E1-4551-974C-D0AF60E64AB7},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,38130.900000000001455,154.310000000000002,AK,190803060305,Middle Fork Chena River,S,NM,190803060602,0.000000000000000,0.000000000000000,71589.976041700007045,1,71589.976041700007045, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,257.793739694999999,3383.595425219999925,3383.595425219999925,3696,5.230904160600000,5.230904160600000,5.230904160603710
232,1,265,1,232,1,232,main,active, ,Y,10080,EB, , ,939,924.859523936999949,0.000000000000000, ,401.000000000000000,29.000000000000000,10080,EB,{EA81C922-73E1-4551-974C-D0AF60E64AB7},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,38130.900000000001455,154.310000000000002,AK,190803060305,Middle Fork Chena River,S,NM,190803060602,0.000000000000000,0.000000000000000,71589.976041700007045,1,71589.976041700007045,477,31728.869999999998981,BC4Z,411477,PNBC4Z,30408,9/3/2006 0:00:00,Yes,Image Interpretation,Other, ,0.000000000000000, ,Fire perimeter modified using Landsat Image Service.,1989,2004,3/20/2019 0:00:00,jljenkins, ,10/16/2004 0:00:00,, ,N,2000 - 2009,2004.000000000000000,2000.000000000000000,79526.072139600000810,257.513460755999972,3383.595425219999925,3383.595425219999925,3696,5.230904160600000,5.230904160600000,5.230904160603710
233,1,266,1,233,1,233,main,active, ,M,10081,EB, , ,940,130.403205371000013,0.000000000000000, ,51.000000000000000,26.000000000000000,10081,EB,{EA81C922-73E1-4551-974C-D0AF60E64AB7},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,38130.900000000001455,154.310000000000002,AK,190803060305,Middle Fork Chena River,S,NM,190803060602,0.000000000000000,0.000000000000000,71589.976041700007045,1,71589.976041700007045,477,31728.869999999998981,BC4Z,411477,PNBC4Z,30408,9/3/2006 0:00:00,Yes,Image Interpretation,Other, ,0.000000000000000, ,Fire perimeter modified using Landsat Image Service.,1989,2004,3/20/2019 0:00:00,jljenkins, ,10/16/2004 0:00:00,, ,N,2000 - 2009,2004.000000000000000,2000.000000000000000,79526.072139600000810,271.500187648000008,3383.595425219999925,3383.595425219999925,3696,5.230904160600000,5.230904160600000,5.230904160603710
234,1,267,1,234,0,234,main,active, ,Y,10082,EB, , ,941,1111.558099869999978,0.000000000000000, ,409.000000000000000,31.000000000000000,10082,EB,{EA81C922-73E1-4551-974C-D0AF60E64AB7},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,38130.900000000001455,154.310000000000002,AK,190803060305,Middle Fork Chena River,S,NM,190803060602,0.000000000000000,0.000000000000000,71589.976041700007045,1,71589.976041700007045, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,257.834633682999993,1398.138487519999899,1398.138487519999899,3697,0.503607426876000,1379.319525019999901,1379.319525018380091
235,1,268,1,235,1,235,main,active, ,Y,10083,EB, , ,942,543.759135699000012,0.000000000000000, ,232.000000000000000,18.000000000000000,10083,EB,{EA81C922-73E1-4551-974C-D0AF60E64AB7},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,38130.900000000001455,154.310000000000002,AK,190803060305,Middle Fork Chena River,S,NM,190803060602,0.000000000000000,0.000000000000000,71589.976041700007045,1,71589.976041700007045,477,31728.869999999998981,BC4Z,411477,PNBC4Z,30408,9/3/2006 0:00:00,Yes,Image Interpretation,Other, ,0.000000000000000, ,Fire perimeter modified using Landsat Image Service.,1989,2004,3/20/2019 0:00:00,jljenkins, ,10/16/2004 0:00:00,, ,N,2000 - 2009,2004.000000000000000,2000.000000000000000,79526.072139600000810,262.000000000000000,1183.202377280000064,1183.202377280000064,3704,0.828845099857000,1360.319498719999956,1360.319498719519970
236,1,269,1,236,1,236,main,active, ,Y,10084,EB, , ,943,245.134861244000007,0.000000000000000, ,113.000000000000000,12.000000000000000,10084,EB,{EA81C922-73E1-4551-974C-D0AF60E64AB7},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,38130.900000000001455,154.310000000000002,AK,190803060305,Middle Fork Chena River,S,NM,190803060602,0.000000000000000,0.000000000000000,71589.976041700007045,1,71589.976041700007045,477,31728.869999999998981,BC4Z,411477,PNBC4Z,30408,9/3/2006 0:00:00,Yes,Image Interpretation,Other, ,0.000000000000000, ,Fire perimeter modified using Landsat Image Service.,1989,2004,3/20/2019 0:00:00,jljenkins, ,10/16/2004 0:00:00,, ,N,2000 - 2009,2004.000000000000000,2000.000000000000000,79526.072139600000810,263.855240702999993,1518.620295630000101,1518.620295630000101,3717,1.059656708290000,3.638434160500000,3.638434160495180
237,1,270,1,237,0,237,main,active, ,M,10085,EB, , ,0,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , ,{EA81C922-73E1-4551-974C-D0AF60E64AB7},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,38130.900000000001455,154.310000000000002,AK,190803060305,Middle Fork Chena River,S,NM,190803060602,0.000000000000000,0.000000000000000,71589.976041700007045,1,71589.976041700007045, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,262.100006103999988,1518.620295630000101,1518.620295630000101,3717,1.059656708290000,3.638434160500000,3.638434160495180
238,1,271,1,238,1,238,main,active, ,Y,10086,EB, , ,945,160.434169716000014,0.000000000000000, ,46.000000000000000,34.000000000000000,10086,EB,{EA81C922-73E1-4551-974C-D0AF60E64AB7},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,38130.900000000001455,154.310000000000002,AK,190803060305,Middle Fork Chena River,S,NM,190803060602,0.000000000000000,0.000000000000000,71589.976041700007045,1,71589.976041700007045,477,31728.869999999998981,BC4Z,411477,PNBC4Z,30408,9/3/2006 0:00:00,Yes,Image Interpretation,Other, ,0.000000000000000, ,Fire perimeter modified using Landsat Image Service.,1989,2004,3/20/2019 0:00:00,jljenkins, ,10/16/2004 0:00:00,, ,N,2000 - 2009,2004.000000000000000,2000.000000000000000,79526.072139600000810,262.299987793000014,1518.620295630000101,1518.620295630000101,3717,1.059656708290000,3.638434160500000,3.638434160495180
239,1,272,1,239,1,239,main,active, ,Y,10087,EB, , ,946,331.568890624000005,0.000000000000000, ,138.000000000000000,22.000000000000000,10087,EB,{EA81C922-73E1-4551-974C-D0AF60E64AB7},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,38130.900000000001455,154.310000000000002,AK,190803060305,Middle Fork Chena River,S,NM,190803060602,0.000000000000000,0.000000000000000,71589.976041700007045,1,71589.976041700007045,477,31728.869999999998981,BC4Z,411477,PNBC4Z,30408,9/3/2006 0:00:00,Yes,Image Interpretation,Other, ,0.000000000000000, ,Fire perimeter modified using Landsat Image Service.,1989,2004,3/20/2019 0:00:00,jljenkins, ,10/16/2004 0:00:00,, ,N,2000 - 2009,2004.000000000000000,2000.000000000000000,79526.072139600000810,262.399993896000012,1518.620295630000101,1518.620295630000101,3717,1.059656708290000,3.638434160500000,3.638434160495180
240,1,273,1,240,1,240,main,active, ,Y,10088,EB, , ,947,201.975587249000000,0.000000000000000, ,94.000000000000000,11.000000000000000,10088,EB,{EA81C922-73E1-4551-974C-D0AF60E64AB7},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,38130.900000000001455,154.310000000000002,AK,190803060305,Middle Fork Chena River,S,NM,190803060602,0.000000000000000,0.000000000000000,71589.976041700007045,1,71589.976041700007045,477,31728.869999999998981,BC4Z,411477,PNBC4Z,30408,9/3/2006 0:00:00,Yes,Image Interpretation,Other, ,0.000000000000000, ,Fire perimeter modified using Landsat Image Service.,1989,2004,3/20/2019 0:00:00,jljenkins, ,10/16/2004 0:00:00,, ,N,2000 - 2009,2004.000000000000000,2000.000000000000000,79526.072139600000810,262.841719230000024,1518.620295630000101,1518.620295630000101,3717,1.059656708290000,3.638434160500000,3.638434160495180
241,1,274,1,241,1,241,main,active, ,Y,10089,EB, , ,948,2014.426533040000095,0.000000000000000, ,187.000000000000000,29.000000000000000,10089,EB,{EA81C922-73E1-4551-974C-D0AF60E64AB7},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,38130.900000000001455,154.310000000000002,AK,190803060305,Middle Fork Chena River,S,NM,190803060602,0.000000000000000,0.000000000000000,71589.976041700007045,1,71589.976041700007045,477,31728.869999999998981,BC4Z,411477,PNBC4Z,30408,9/3/2006 0:00:00,Yes,Image Interpretation,Other, ,0.000000000000000, ,Fire perimeter modified using Landsat Image Service.,1989,2004,3/20/2019 0:00:00,jljenkins, ,10/16/2004 0:00:00,, ,N,2000 - 2009,2004.000000000000000,2000.000000000000000,79526.072139600000810,263.299987793000014,1518.620295630000101,1518.620295630000101,3717,1.059656708290000,3.638434160500000,3.638434160495180
242,1,275,1,242,0,242,side,active, ,Y,10090,EB, , ,949,1127.391808170000104,0.000000000000000, ,495.000000000000000,31.000000000000000,10090,EB,{EA81C922-73E1-4551-974C-D0AF60E64AB7},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,38130.900000000001455,154.310000000000002,AK,190803060305,Middle Fork Chena River,S,NM,190803060602,0.000000000000000,0.000000000000000,71589.976041700007045,1,71589.976041700007045, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,264.399993896000012,1518.620295630000101,1518.620295630000101,3717,1.059656708290000,3.638434160500000,3.638434160495180
243,1,276,1,243,0,243,side,active, ,Y,10091,EB, , ,950,255.398407491999990,0.000000000000000, ,103.000000000000000,17.000000000000000,10091,EB,{EA81C922-73E1-4551-974C-D0AF60E64AB7},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,38130.900000000001455,154.310000000000002,AK,190803060305,Middle Fork Chena River,S,NM,190803060602,0.000000000000000,0.000000000000000,71589.976041700007045,1,71589.976041700007045, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,264.826947331999975,1518.620295630000101,1518.620295630000101,3717,1.059656708290000,3.638434160500000,3.638434160495180
244,1,277,1,244,0,244,main,active, ,Y,10092,EB, , ,951,497.951420781000024,0.000000000000000, ,209.000000000000000,23.000000000000000,10092,EB,{EA81C922-73E1-4551-974C-D0AF60E64AB7},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,38130.900000000001455,154.310000000000002,AK,190803060305,Middle Fork Chena River,S,NM,190803060602,0.000000000000000,0.000000000000000,71589.976041700007045,1,71589.976041700007045, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,264.766653140000017,1518.620295630000101,1518.620295630000101,3717,1.059656708290000,3.638434160500000,3.638434160495180
245,1,278,1,245,0,245,main,active, ,Y,10093,EB, , ,952,607.699800828999969,0.000000000000000, ,271.000000000000000,26.000000000000000,10093,EB,{EA81C922-73E1-4551-974C-D0AF60E64AB7},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,38130.900000000001455,154.310000000000002,AK,190803060305,Middle Fork Chena River,S,NM,190803060602,0.000000000000000,0.000000000000000,71589.976041700007045,1,71589.976041700007045, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,265.065933758000028,1518.620295630000101,1518.620295630000101,3717,1.059656708290000,3.638434160500000,3.638434160495180
246,1,279,1,246,0,246,main,active, ,Y,10094,EB, , ,953,455.371051823000016,0.000000000000000, ,199.000000000000000,19.000000000000000,10094,EB,{EA81C922-73E1-4551-974C-D0AF60E64AB7},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,38130.900000000001455,154.310000000000002,AK,190803060305,Middle Fork Chena River,S,NM,190803060602,0.000000000000000,0.000000000000000,71589.976041700007045,1,71589.976041700007045, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,265.047257073000026,107.231577219000002,107.231577219000002,3699,0.086054020233900,0.086054020233900,0.086054020233929
247,1,280,1,247,0,247,side,active, ,M,10095,EB, , ,954,238.091443461000011,0.000000000000000, ,109.000000000000000,25.000000000000000,10095,EB,{EA81C922-73E1-4551-974C-D0AF60E64AB7},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,38130.900000000001455,154.310000000000002,AK,190803060305,Middle Fork Chena River,S,NM,190803060602,0.000000000000000,0.000000000000000,71589.976041700007045,1,71589.976041700007045, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,265.000000000000000,107.231577219000002,107.231577219000002,3699,0.086054020233900,0.086054020233900,0.086054020233929
248,1,281,1,248,0,248,side,active, ,M,10096,EB, , ,955,605.622554994999973,0.000000000000000, ,258.000000000000000,21.000000000000000,10096,EB,{EA81C922-73E1-4551-974C-D0AF60E64AB7},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,38130.900000000001455,154.310000000000002,AK,190803060305,Middle Fork Chena River,S,NM,190803060602,0.000000000000000,0.000000000000000,71589.976041700007045,1,71589.976041700007045, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,265.000000000000000,4185.552257000000282,4185.552257000000282,3745,4.597141248930000,1355.336968119999938,1355.336968120140000
249,1,282,1,249,0,249,side,active, ,M,10097,EB, , ,956,234.054777873999996,0.000000000000000, ,108.000000000000000,9.000000000000000,10097,EB,{EA81C922-73E1-4551-974C-D0AF60E64AB7},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,38130.900000000001455,154.310000000000002,AK,190803060305,Middle Fork Chena River,S,NM,190803060602,0.000000000000000,0.000000000000000,71589.976041700007045,1,71589.976041700007045, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,266.049014136999972,4185.552257000000282,4185.552257000000282,3745,4.597141248930000,1355.336968119999938,1355.336968120140000
250,1,283,1,250,1,250,side,active, ,M,10098,EB, , ,957,280.332853032000003,0.000000000000000, ,126.000000000000000,19.000000000000000,10098,EB,{EA81C922-73E1-4551-974C-D0AF60E64AB7},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,38130.900000000001455,154.310000000000002,AK,190803060305,Middle Fork Chena River,S,NM,190803060602,0.000000000000000,0.000000000000000,71589.976041700007045,1,71589.976041700007045,477,31728.869999999998981,BC4Z,411477,PNBC4Z,30408,9/3/2006 0:00:00,Yes,Image Interpretation,Other, ,0.000000000000000, ,Fire perimeter modified using Landsat Image Service.,1989,2004,3/20/2019 0:00:00,jljenkins, ,10/16/2004 0:00:00,, ,N,2000 - 2009,2004.000000000000000,2000.000000000000000,79526.072139600000810,265.000000000000000,1518.620295630000101,1518.620295630000101,3717,1.059656708290000,3.638434160500000,3.638434160495180
251,1,284,1,251,0,251,main,active, ,M,10099,EB, , ,958,527.443595989999949,0.000000000000000, ,227.000000000000000,28.000000000000000,10099,EB,{EA81C922-73E1-4551-974C-D0AF60E64AB7},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,38130.900000000001455,154.310000000000002,AK,190803060305,Middle Fork Chena River,S,NM,190803060602,0.000000000000000,0.000000000000000,71589.976041700007045,1,71589.976041700007045, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,265.651774287000023,4185.552257000000282,4185.552257000000282,3745,4.597141248930000,1355.336968119999938,1355.336968120140000
252,1,285,1,252,0,252,side,active, ,M,10100,EB, , ,959,656.544738115999962,0.000000000000000, ,285.000000000000000,16.000000000000000,10100,EB,{EA81C922-73E1-4551-974C-D0AF60E64AB7},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,38130.900000000001455,154.310000000000002,AK,190803060305,Middle Fork Chena River,S,NM,190803060602,0.000000000000000,0.000000000000000,71589.976041700007045,1,71589.976041700007045, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,269.010658327999977,4185.552257000000282,4185.552257000000282,3745,4.597141248930000,1355.336968119999938,1355.336968120140000
253,1,288,1,253,1,253,main,active, ,M,10101,EB, , ,962,132.373464981000012,0.000000000000000, ,58.000000000000000,6.000000000000000,10101,EB,{EA81C922-73E1-4551-974C-D0AF60E64AB7},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,38130.900000000001455,154.310000000000002,AK,190803060305,Middle Fork Chena River,S,NM,190803060602,0.000000000000000,0.000000000000000,71589.976041700007045,1,71589.976041700007045,235,50964.790000000000873,N3UW,111235,PNN3UW,54050,8/5/2021 0:00:00,Yes,Image Interpretation, , ,0.000000000000000, ,Perimeter updated using Sentinel-2 imagery.,68032,2021,8/6/2021 0:00:00,jljenkins, ,9/27/2021 0:00:00,,{D801B0C1-8B9C-4B60-A450-2496BEF3F70A},N,2020 - 2029,2021.000000000000000,2020.000000000000000,237825.033522999990964,303.583128735999992,1781.595054800000071,1781.595054800000071,3858,3.987224468510000,3.987224468510000,3.987224468509640
254,1,289,1,254,1,254,main,active, ,M,10102,EB, , ,964,104.274695793999996,0.000000000000000, ,48.000000000000000,5.000000000000000,10102,EB,{EA81C922-73E1-4551-974C-D0AF60E64AB7},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,38130.900000000001455,154.310000000000002,AK,190803060305,Middle Fork Chena River,S,NM,190803060602,0.000000000000000,0.000000000000000,71589.976041700007045,1,71589.976041700007045,235,50964.790000000000873,N3UW,111235,PNN3UW,54050,8/5/2021 0:00:00,Yes,Image Interpretation, , ,0.000000000000000, ,Perimeter updated using Sentinel-2 imagery.,68032,2021,8/6/2021 0:00:00,jljenkins, ,9/27/2021 0:00:00,,{D801B0C1-8B9C-4B60-A450-2496BEF3F70A},N,2020 - 2029,2021.000000000000000,2020.000000000000000,237825.033522999990964,303.906242282999983,3174.474621180000213,3174.474621180000213,3857,5.825295236760000,33.524767331699998,33.524767331710400
255,1,290,1,255,1,255,main,active, ,M,10103,EB, , ,963,175.291787177000003,0.000000000000000, ,79.000000000000000,5.000000000000000,10103,EB,{EA81C922-73E1-4551-974C-D0AF60E64AB7},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,38130.900000000001455,154.310000000000002,AK,190803060305,Middle Fork Chena River,S,NM,190803060602,0.000000000000000,0.000000000000000,71589.976041700007045,1,71589.976041700007045,235,50964.790000000000873,N3UW,111235,PNN3UW,54050,8/5/2021 0:00:00,Yes,Image Interpretation, , ,0.000000000000000, ,Perimeter updated using Sentinel-2 imagery.,68032,2021,8/6/2021 0:00:00,jljenkins, ,9/27/2021 0:00:00,,{D801B0C1-8B9C-4B60-A450-2496BEF3F70A},N,2020 - 2029,2021.000000000000000,2020.000000000000000,237825.033522999990964,303.472212425999999,1781.595054800000071,1781.595054800000071,3858,3.987224468510000,3.987224468510000,3.987224468509640
256,1,291,1,256,1,256,main,active, ,M,10104,EB, , ,965,250.599177669999989,0.000000000000000, ,108.000000000000000,6.000000000000000,10104,EB,{EA81C922-73E1-4551-974C-D0AF60E64AB7},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,38130.900000000001455,154.310000000000002,AK,190803060305,Middle Fork Chena River,S,NM,190803060602,0.000000000000000,0.000000000000000,71589.976041700007045,1,71589.976041700007045,235,50964.790000000000873,N3UW,111235,PNN3UW,54050,8/5/2021 0:00:00,Yes,Image Interpretation, , ,0.000000000000000, ,Perimeter updated using Sentinel-2 imagery.,68032,2021,8/6/2021 0:00:00,jljenkins, ,9/27/2021 0:00:00,,{D801B0C1-8B9C-4B60-A450-2496BEF3F70A},N,2020 - 2029,2021.000000000000000,2020.000000000000000,237825.033522999990964,304.374614742000006,3174.474621180000213,3174.474621180000213,3857,5.825295236760000,33.524767331699998,33.524767331710400
257,1,293,1,257,1,257,main,active, ,M,10105,EB, , ,967,203.239846822999993,0.000000000000000, ,64.000000000000000,12.000000000000000,10105,EB,{EA81C922-73E1-4551-974C-D0AF60E64AB7},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,38130.900000000001455,154.310000000000002,AK,190803060305,Middle Fork Chena River,S,NM,190803060602,0.000000000000000,0.000000000000000,71589.976041700007045,1,71589.976041700007045,235,50964.790000000000873,N3UW,111235,PNN3UW,54050,8/5/2021 0:00:00,Yes,Image Interpretation, , ,0.000000000000000, ,Perimeter updated using Sentinel-2 imagery.,68032,2021,8/6/2021 0:00:00,jljenkins, ,9/27/2021 0:00:00,,{D801B0C1-8B9C-4B60-A450-2496BEF3F70A},N,2020 - 2029,2021.000000000000000,2020.000000000000000,237825.033522999990964,336.237936687000001,3174.474621180000213,3174.474621180000213,3857,5.825295236760000,33.524767331699998,33.524767331710400
258,1,294,1,258,1,258,main,active, ,M,10106,EB, , ,968,131.498037175999997,0.000000000000000, ,41.000000000000000,10.000000000000000,10106,EB,{EA81C922-73E1-4551-974C-D0AF60E64AB7},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,38130.900000000001455,154.310000000000002,AK,190803060305,Middle Fork Chena River,S,NM,190803060602,0.000000000000000,0.000000000000000,71589.976041700007045,1,71589.976041700007045,235,50964.790000000000873,N3UW,111235,PNN3UW,54050,8/5/2021 0:00:00,Yes,Image Interpretation, , ,0.000000000000000, ,Perimeter updated using Sentinel-2 imagery.,68032,2021,8/6/2021 0:00:00,jljenkins, ,9/27/2021 0:00:00,,{D801B0C1-8B9C-4B60-A450-2496BEF3F70A},N,2020 - 2029,2021.000000000000000,2020.000000000000000,237825.033522999990964,336.980356524000001,3174.474621180000213,3174.474621180000213,3857,5.825295236760000,33.524767331699998,33.524767331710400
