OID_,Join_Count,TARGET_FID,Join_Count_1,TARGET_FID_1,Join_Cou_1,TARGET_F_1,Dam_Type,Dam_Condit,Notes,Beaver_cre,Dam_Num,Surveyor,Dam_Cond_1,Beaver_C_1,OBJECTID_1,Shape_Leng,Area_m2,Notes_1,Length_m,Width_m,Dam_Num_1,Surveyor_1,TNMID,MetaSource,SourceData,SourceOrig,SourceFeat,LoadDate,GNIS_ID,AreaAcres,AreaSqKm,States,HUC12,Name,HUType,HUMod,ToHUC,NonContrib,NonContr_1,Shape_Le_1,Surveyed,Shape_Le_2,RECORDNUMB,ACRES,AFSNUMBER,DOFNUMBER,USFSNUMBER,ADDNUMBER,PERIMETERD,LATESTPERI,SOURCE,SOURCEMETH,SOURCECLAS,AGENCYACRE,ACREAGEMET,COMMENTS,FIREID,FIREYEAR,UPDATETIME,UPDATEUSER,USEDONFINA,FPOUTDATE,FPMERGEDDA,IRWINID,PRESCRIBED,FIRESEASON,Year,Years,Shape_Le_3,Z,ID,DOWN_ID,CHAN_ID,LENGTH_M_1,AREA_SQKM,ELEV_M,OUT_DIST,SRC_DIST,FROM_DIST,GRADIENT,MNANPRC_M,MEANANNCMS,WIDTH_M_1,DEPTH_M,MAX_GRAD_D,LAKE,STRM_ORDER,AZIMTH_DEG,SINUOSITY,VAL_WIDTH,FP_WIDTH,DROPMAX,Fish,Basin_ID,VWI_Floor,ValCnstrnt,FlowVel,BFQ,StrmPow,BeavHab,FISH_RESID,GEP_Cum,GEP,IP_CHIN2,CCon,MERGE_SRC,uID
147,1,178,1,147,0,147,side,active, ,Y,178,EB, , ,852,506.450477681999985,0.000000000000000, ,266.000000000000000,17.000000000000000,178,EB,{3D70B84C-4AC4-48A1-A8DE-0672D8AE34BF},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,35800.029999999998836,144.879999999999995,AK,190803031509,190803031509-Goodpaster River,S,NM,190803031511,0.000000000000000,0.000000000000000,61688.740668999998888,1,61688.740668999998888, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,487.901278450000007,14375.000000000000000,14374.000000000000000,403.000000000000000,103.284300000000002,2.184600000000000,487.899999999999977,147.664320000000004,2.275060000000000,0.606650000000000,0.000600000000000,0.373700000000000,0.008000000000000,0.351000000000000,0.035200000000000,0.016700000000000,0.000000000000000,2.000000000000000,191.9799957,1.025600000000000,9.741000000000000,22.236200000000000,0.000000000000000,1,5031409,27.7500000,63.356000000000002,0.0795000,0.001000000000000,0.006000000000000,1,1,0.247600000000000,0.259600000000000,0.143000000000000,UNCONSTRAINED,F:\GIS\SERDP\ARCPRO\SERDP_Riparian_Fire\SERDP_Riparian_Fire.gdb\GOOD,GOOD14375
148,1,179,1,148,2,148,main,active,complex 179-184,Y,179,EB, , ,853,73.704094540599996,0.000000000000000,complex 179-184,31.000000000000000,7.000000000000000,179,EB,{3F914641-8210-46AC-B984-C889FB878007},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,11100.049999999999272,44.920000000000002,AK,190803031507,Rock Creek,S,NM,190803031509,0.000000000000000,0.000000000000000,29030.658895199998369,1,29030.658895199998369,515,9149.059999999999491,A8UK,412515,PNA8UK,6456.7,8/9/2005 0:00:00,Yes,Image Interpretation,Other, ,0.000000000000000, ,Fire perimeter modified using Landsat Image Service.,2027,2004,3/20/2019 0:00:00,jljenkins, ,10/6/2004 0:00:00,, ,N,2000 - 2009,2004.000000000000000,2000.000000000000000,49971.350856899996870,585.950389429999973,13306.000000000000000,13305.000000000000000,99.000000000000000,108.639600000000002,11.082500000000000,584.128799999999956,161.145049999999998,6.536800000000000,0.411420000000000,0.026200000000000,0.443300000000000,0.057100000000000,0.934000000000000,0.061400000000000,0.036700000000000,0.000000000000000,3.000000000000000,112.0899963,1.044700000000000,21.829000000000001,25.924399999999999,1.384800000000000,1,5031407,23.3700008,27.765999999999998,0.7885000,0.045000000000000,11.609999999999999,1,1,0.294900000000000,0.237400000000000,0.190600000000000,UNCONSTRAINED,F:\GIS\SERDP\ARCPRO\SERDP_Riparian_Fire\SERDP_Riparian_Fire.gdb\GOOD,GOOD13306
149,1,180,1,149,2,149,main,active,complex 179-184,Y,180,EB, , ,854,80.403253732400003,0.000000000000000,complex 179-184,28.000000000000000,13.000000000000000,180,EB,{3F914641-8210-46AC-B984-C889FB878007},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,11100.049999999999272,44.920000000000002,AK,190803031507,Rock Creek,S,NM,190803031509,0.000000000000000,0.000000000000000,29030.658895199998369,1,29030.658895199998369,515,9149.059999999999491,A8UK,412515,PNA8UK,6456.7,8/9/2005 0:00:00,Yes,Image Interpretation,Other, ,0.000000000000000, ,Fire perimeter modified using Landsat Image Service.,2027,2004,3/20/2019 0:00:00,jljenkins, ,10/6/2004 0:00:00,, ,N,2000 - 2009,2004.000000000000000,2000.000000000000000,49971.350856899996870,586.497437350000041,13306.000000000000000,13305.000000000000000,99.000000000000000,108.639600000000002,11.082500000000000,584.128799999999956,161.145049999999998,6.536800000000000,0.411420000000000,0.026200000000000,0.443300000000000,0.057100000000000,0.934000000000000,0.061400000000000,0.036700000000000,0.000000000000000,3.000000000000000,112.0899963,1.044700000000000,21.829000000000001,25.924399999999999,1.384800000000000,1,5031407,23.3700008,27.765999999999998,0.7885000,0.045000000000000,11.609999999999999,1,1,0.294900000000000,0.237400000000000,0.190600000000000,UNCONSTRAINED,F:\GIS\SERDP\ARCPRO\SERDP_Riparian_Fire\SERDP_Riparian_Fire.gdb\GOOD,GOOD13306
150,1,181,1,150,2,150,main,active,complex 179-184,Y,181,EB, , ,855,81.928213469100001,0.000000000000000,complex 179-184,21.000000000000000,24.000000000000000,181,EB,{3F914641-8210-46AC-B984-C889FB878007},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,11100.049999999999272,44.920000000000002,AK,190803031507,Rock Creek,S,NM,190803031509,0.000000000000000,0.000000000000000,29030.658895199998369,1,29030.658895199998369,515,9149.059999999999491,A8UK,412515,PNA8UK,6456.7,8/9/2005 0:00:00,Yes,Image Interpretation,Other, ,0.000000000000000, ,Fire perimeter modified using Landsat Image Service.,2027,2004,3/20/2019 0:00:00,jljenkins, ,10/6/2004 0:00:00,, ,N,2000 - 2009,2004.000000000000000,2000.000000000000000,49971.350856899996870,587.640931528000010,13307.000000000000000,13306.000000000000000,99.000000000000000,112.781700000000001,10.933199999999999,586.804899999999975,161.241929999999996,6.439930000000000,0.508300000000000,0.016800000000000,0.443700000000000,0.056600000000000,0.929800000000000,0.061200000000000,0.036700000000000,0.000000000000000,3.000000000000000,122.5000000,1.060000000000000,23.061000000000000,44.042999999999999,1.384800000000000,1,5031407,24.7999992,47.368000000000002,0.6300000,0.036000000000000,5.902000000000000,1,1,0.295700000000000,0.230400000000000,0.257800000000000,UNCONSTRAINED,F:\GIS\SERDP\ARCPRO\SERDP_Riparian_Fire\SERDP_Riparian_Fire.gdb\GOOD,GOOD13307
151,1,182,1,151,2,151,main,active,complex 179-184,Y,182,EB, , ,856,259.245493339999996,0.000000000000000,complex 179-184,176.000000000000000,34.000000000000000,182,EB,{3F914641-8210-46AC-B984-C889FB878007},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,11100.049999999999272,44.920000000000002,AK,190803031507,Rock Creek,S,NM,190803031509,0.000000000000000,0.000000000000000,29030.658895199998369,1,29030.658895199998369,515,9149.059999999999491,A8UK,412515,PNA8UK,6456.7,8/9/2005 0:00:00,Yes,Image Interpretation,Other, ,0.000000000000000, ,Fire perimeter modified using Landsat Image Service.,2027,2004,3/20/2019 0:00:00,jljenkins, ,10/6/2004 0:00:00,, ,N,2000 - 2009,2004.000000000000000,2000.000000000000000,49971.350856899996870,588.460279555000056,13307.000000000000000,13306.000000000000000,99.000000000000000,112.781700000000001,10.933199999999999,586.804899999999975,161.241929999999996,6.439930000000000,0.508300000000000,0.016800000000000,0.443700000000000,0.056600000000000,0.929800000000000,0.061200000000000,0.036700000000000,0.000000000000000,3.000000000000000,122.5000000,1.060000000000000,23.061000000000000,44.042999999999999,1.384800000000000,1,5031407,24.7999992,47.368000000000002,0.6300000,0.036000000000000,5.902000000000000,1,1,0.295700000000000,0.230400000000000,0.257800000000000,UNCONSTRAINED,F:\GIS\SERDP\ARCPRO\SERDP_Riparian_Fire\SERDP_Riparian_Fire.gdb\GOOD,GOOD13307
152,1,183,1,152,1,152,side,active,complex 179-184,M,183,EB, , ,857,64.637513840799997,0.000000000000000,complex 179-184,27.000000000000000,9.000000000000000,183,EB,{3F914641-8210-46AC-B984-C889FB878007},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,11100.049999999999272,44.920000000000002,AK,190803031507,Rock Creek,S,NM,190803031509,0.000000000000000,0.000000000000000,29030.658895199998369,1,29030.658895199998369, ,11892.110000000000582, ,012054, ,10500,9/16/1995 0:00:00,Yes,Image Interpretation, , ,0.000000000000000, ,Fire perimeter modified using Landsat Image Service.,24635,1990,3/14/2019 0:00:00,jljenkins, ,8/27/1990 0:00:00,, ,N,1990 - 1999,1990.000000000000000,1990.000000000000000,46811.967122499998368,588.488811082999973,13307.000000000000000,13306.000000000000000,99.000000000000000,112.781700000000001,10.933199999999999,586.804899999999975,161.241929999999996,6.439930000000000,0.508300000000000,0.016800000000000,0.443700000000000,0.056600000000000,0.929800000000000,0.061200000000000,0.036700000000000,0.000000000000000,3.000000000000000,122.5000000,1.060000000000000,23.061000000000000,44.042999999999999,1.384800000000000,1,5031407,24.7999992,47.368000000000002,0.6300000,0.036000000000000,5.902000000000000,1,1,0.295700000000000,0.230400000000000,0.257800000000000,UNCONSTRAINED,F:\GIS\SERDP\ARCPRO\SERDP_Riparian_Fire\SERDP_Riparian_Fire.gdb\GOOD,GOOD13307
153,1,184,1,153,1,153,main,active,complex 179-184,Y,184,EB, , ,858,137.722115408000008,0.000000000000000,complex 179-184,59.000000000000000,18.000000000000000,184,EB,{3F914641-8210-46AC-B984-C889FB878007},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,11100.049999999999272,44.920000000000002,AK,190803031507,Rock Creek,S,NM,190803031509,0.000000000000000,0.000000000000000,29030.658895199998369,1,29030.658895199998369, ,11892.110000000000582, ,012054, ,10500,9/16/1995 0:00:00,Yes,Image Interpretation, , ,0.000000000000000, ,Fire perimeter modified using Landsat Image Service.,24635,1990,3/14/2019 0:00:00,jljenkins, ,8/27/1990 0:00:00,, ,N,1990 - 1999,1990.000000000000000,1990.000000000000000,46811.967122499998368,591.030652511999961,13309.000000000000000,13308.000000000000000,99.000000000000000,136.923900000000003,10.816300000000000,589.900300000000016,161.442530000000005,6.239320000000000,0.708900000000000,0.020400000000000,0.444300000000000,0.055800000000000,0.923500000000000,0.061000000000000,0.036700000000000,0.000000000000000,3.000000000000000,122.1200027,1.140900000000000,17.789999999999999,19.888700000000000,1.384800000000000,1,5031407,19.2600002,21.523000000000000,0.6925000,0.039000000000000,7.799000000000000,1,1,0.295800000000000,0.292100000000000,0.234000000000000,UNCONSTRAINED,F:\GIS\SERDP\ARCPRO\SERDP_Riparian_Fire\SERDP_Riparian_Fire.gdb\GOOD,GOOD13309
154,1,185,1,154,0,154,side,active, ,M,185,EB, , ,859,593.177486480999960,0.000000000000000, ,196.000000000000000,60.000000000000000,185,EB,{8017A185-0B6B-4E06-AED0-0BC5C273BA82},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,8/1/2016 0:00:00,0,44567.870000000002619,180.360000000000014,AK,190803031503,Headwaters Goodpaster River,S,NM,190803031509,0.000000000000000,0.000000000000000,95206.981058399993344,1,95206.981058399993344, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,709.514608052999961,7284.000000000000000,7283.000000000000000,5.000000000000000,102.781700000000001,132.034099999999995,709.379599999999982,189.583979999999997,22.755920000000000,19.034469999999999,0.005300000000000,0.429600000000000,0.769000000000000,3.407000000000000,0.127900000000000,0.020000000000000,0.000000000000000,4.000000000000000,214.5500031,1.031100000000000,20.376999999999999,205.709900000000005,0.000000000000000,1,5031403,5.9800000,60.378999999999998,0.5954000,0.259000000000000,13.476000000000001,1,1,0.302200000000000,0.039100000000000,0.677500000000000,UNCONSTRAINED,F:\GIS\SERDP\ARCPRO\SERDP_Riparian_Fire\SERDP_Riparian_Fire.gdb\GOOD,GOOD7284
155,1,187,1,155,0,155,main,active,MF Chena QC 1,Y,10004,EB, , ,861,932.017907233999949,0.000000000000000,MF Chena QC 1,297.000000000000000,153.000000000000000,10004,EB,{C128E74A-B7FF-473E-96B5-563CBB9F27BD},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,31085.669999999998254,125.799999999999997,AK,190803060304,Lohi Creek-Middle Fork Chena River,S,NM,190803060305,0.000000000000000,0.000000000000000,73067.112474199995631,1,73067.112474199995631, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,296.342809503000012,1929.000000000000000,1928.000000000000000,1.000000000000000,104.497500000000002,906.976700000000051,294.699999999999989,191.232959999999991,85.663470000000004,191.232959999999991,0.000000000000000,0.479000000000000,6.925000000000000,10.170100000000000,0.238000000000000,0.038000000000000,0.000000000000000,5.000000000000000,245.4299927,1.023300000000000,624.084299999999985,254.793399999999991,2.700000000000000,1,5060304,61.3600006,25.053000000000001,0.1254000,0.304000000000000,1.621000000000000,1,1,0.305000000000000,0.035600000000000,0.892600000000000,UNCONSTRAINED,F:\GIS\SERDP\ARCPRO\SERDP_Riparian_Fire\SERDP_Riparian_Fire.gdb\CHEN,CHEN1929
156,1,188,1,156,0,156,main,active,MF Chena QC 2,Y,10005,EB, , ,862,890.178672679999977,0.000000000000000,MF Chena QC 2,323.000000000000000,91.000000000000000,10005,EB,{C128E74A-B7FF-473E-96B5-563CBB9F27BD},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,31085.669999999998254,125.799999999999997,AK,190803060304,Lohi Creek-Middle Fork Chena River,S,NM,190803060305,0.000000000000000,0.000000000000000,73067.112474199995631,1,73067.112474199995631, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,299.799987793000014,1944.000000000000000,1943.000000000000000,1.000000000000000,109.497500000000002,873.053999999999974,298.199999999999989,192.738769999999988,84.157660000000007,192.738769999999988,0.003000000000000,0.480500000000000,6.672000000000000,9.983499999999999,0.235600000000000,0.038000000000000,0.000000000000000,5.000000000000000,252.1100006,1.017000000000000,221.047100000000000,453.463399999999979,2.700000000000000,1,5060304,22.1399994,45.420999999999999,0.6821000,1.604000000000000,82.709000000000003,1,1,0.304600000000000,0.072600000000000,0.931500000000000,UNCONSTRAINED,F:\GIS\SERDP\ARCPRO\SERDP_Riparian_Fire\SERDP_Riparian_Fire.gdb\CHEN,CHEN1944
157,1,189,1,157,0,157,side,active,MF Chena QC 3,M,10006,EB, , ,863,358.136226120999993,0.000000000000000,MF Chena QC 3,159.000000000000000,28.000000000000000,10006,EB,{C128E74A-B7FF-473E-96B5-563CBB9F27BD},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,31085.669999999998254,125.799999999999997,AK,190803060304,Lohi Creek-Middle Fork Chena River,S,NM,190803060305,0.000000000000000,0.000000000000000,73067.112474199995631,1,73067.112474199995631, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,314.012103640000021,1990.000000000000000,1989.000000000000000,1.000000000000000,107.781700000000001,742.236899999999991,312.500000000000000,197.321619999999996,79.574809999999999,197.321619999999996,0.002700000000000,0.483900000000000,5.673100000000000,9.209500000000000,0.225000000000000,0.038000000000000,0.000000000000000,5.000000000000000,304.4700012,1.019800000000000,288.789400000000001,333.460599999999999,2.700000000000000,1,5060304,31.3600006,36.207999999999998,0.6271000,1.299000000000000,65.171999999999997,1,1,0.308600000000000,0.283500000000000,0.927800000000000,UNCONSTRAINED,F:\GIS\SERDP\ARCPRO\SERDP_Riparian_Fire\SERDP_Riparian_Fire.gdb\CHEN,CHEN1990
158,1,190,1,158,0,158,side,active,MF Chena QC 4,M,10007,EB, , ,864,1259.863236729999926,0.000000000000000,MF Chena QC 4,509.000000000000000,40.000000000000000,10007,EB,{C128E74A-B7FF-473E-96B5-563CBB9F27BD},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,31085.669999999998254,125.799999999999997,AK,190803060304,Lohi Creek-Middle Fork Chena River,S,NM,190803060305,0.000000000000000,0.000000000000000,73067.112474199995631,1,73067.112474199995631, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,326.217096498999979,2032.000000000000000,2031.000000000000000,1.000000000000000,105.710700000000003,703.762100000000032,325.000000000000000,201.517830000000004,75.378600000000006,201.517830000000004,0.003300000000000,0.487800000000000,5.418600000000000,9.001500000000000,0.222100000000000,0.038000000000000,0.000000000000000,5.000000000000000,264.1799927,1.120900000000000,354.998100000000022,202.909999999999997,2.700000000000000,1,5060304,39.4399986,22.542000000000002,0.6871000,1.374000000000000,86.120000000000005,1,1,0.310100000000000,0.372700000000000,0.935200000000000,UNCONSTRAINED,F:\GIS\SERDP\ARCPRO\SERDP_Riparian_Fire\SERDP_Riparian_Fire.gdb\CHEN,CHEN2032
159,1,192,1,159,0,159,side,active,MF Chena QC 6,Y,10008,EB, , ,866,273.236474653000016,0.000000000000000,MF Chena QC 6,76.000000000000000,50.000000000000000,10008,EB,{36F3B310-3E65-4614-BAEB-8C9DA7C055A8},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,24986.169999999998254,101.120000000000005,AK,190803060301,Teuchet Creek,S,NM,190803060304,0.000000000000000,0.000000000000000,50602.919913199999428,1,50602.919913199999428, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,451.257163341000023,6246.000000000000000,6245.000000000000000,18.000000000000000,114.852800000000002,61.263800000000003,450.411499999999990,224.511159999999990,12.877260000000000,8.994510000000000,0.021100000000000,0.467600000000000,0.381000000000000,2.402100000000000,0.104900000000000,0.038000000000000,0.000000000000000,4.000000000000000,249.0500031,1.109000000000000,153.056999999999988,62.500300000000003,2.700000000000000,1,5060301,63.7200012,26.018999999999998,1.0345000,0.261000000000000,364.036000000000001,1,1,0.372400000000000,0.037300000000000,0.434500000000000,UNCONSTRAINED,F:\GIS\SERDP\ARCPRO\SERDP_Riparian_Fire\SERDP_Riparian_Fire.gdb\CHEN,CHEN6246
160,1,193,1,160,1,160,side,active,MF Chena QC 7,M,10009,EB, , ,867,206.190144193999998,0.000000000000000,MF Chena QC 7,127.000000000000000,18.000000000000000,10009,EB,{64CB743C-0C76-473B-B7A3-4234620815F0},{A5D425A5-2187-42D6-A869-6B3A3656B892}, , , ,4/30/2015 0:00:00,0,19665.069999999999709,79.579999999999998,AK,190803060104,Salmonfoot Creek-Middle Fork Chena River,S,NM,190803060105,0.000000000000000,0.000000000000000,39961.278370100000757,1,39961.278370100000757, ,41711.000000000000000,55, , , ,11/1/1958 0:00:00,Yes,Digitized,Image, ,0.000000000000000, ,Northern edge of the perimeter (northside of the Middle Fork of the Chena) modified using 2002 Landsat image P69 R14.  Unable to verify southern boundary.,27398,1958,10/14/2008 0:00:00,jhrobak,No,9/1/1958 0:00:00,, ,N,1950 - 1959,1958.000000000000000,1950.000000000000000,110860.335640999997850,458.728277729000013,2392.000000000000000,2391.000000000000000,1.000000000000000,100.710700000000003,349.846400000000017,458.581500000000005,237.426330000000007,39.470109999999998,237.426330000000007,0.000000000000000,0.533300000000000,2.906800000000000,6.602800000000000,0.186300000000000,0.138500000000000,0.000000000000000,4.000000000000000,239.3500061,1.031300000000000,358.767899999999997,291.870999999999981,6.336700000000000,1,5060104,54.3400002,44.204000000000001,0.1060000,0.130000000000000,1.057000000000000,1,1,0.331500000000000,0.018100000000000,0.892600000000000,UNCONSTRAINED,F:\GIS\SERDP\ARCPRO\SERDP_Riparian_Fire\SERDP_Riparian_Fire.gdb\CHEN,CHEN2392
161,1,194,1,161,1,161,side,active,MF Chena QC 8,M,10010,EB, , ,868,664.823423903000048,0.000000000000000,MF Chena QC 8,276.000000000000000,107.000000000000000,10010,EB,{64CB743C-0C76-473B-B7A3-4234620815F0},{A5D425A5-2187-42D6-A869-6B3A3656B892}, , , ,4/30/2015 0:00:00,0,19665.069999999999709,79.579999999999998,AK,190803060104,Salmonfoot Creek-Middle Fork Chena River,S,NM,190803060105,0.000000000000000,0.000000000000000,39961.278370100000757,1,39961.278370100000757, ,41711.000000000000000,55, , , ,11/1/1958 0:00:00,Yes,Digitized,Image, ,0.000000000000000, ,Northern edge of the perimeter (northside of the Middle Fork of the Chena) modified using 2002 Landsat image P69 R14.  Unable to verify southern boundary.,27398,1958,10/14/2008 0:00:00,jhrobak,No,9/1/1958 0:00:00,, ,N,1950 - 1959,1958.000000000000000,1950.000000000000000,110860.335640999997850,485.681226037999977,2453.000000000000000,2452.000000000000000,1.000000000000000,106.568500000000000,323.630899999999997,482.757000000000005,243.488679999999988,33.407750000000000,243.488679999999988,0.000000000000000,0.539500000000000,2.717700000000000,6.385500000000000,0.182800000000000,0.138500000000000,0.000000000000000,4.000000000000000,292.7699890,1.023500000000000,263.059599999999989,142.767799999999994,6.336700000000000,1,5060104,41.2000008,22.358000000000001,0.1047000,0.122000000000000,1.023000000000000,1,1,0.337200000000000,0.234900000000000,0.892600000000000,UNCONSTRAINED,F:\GIS\SERDP\ARCPRO\SERDP_Riparian_Fire\SERDP_Riparian_Fire.gdb\CHEN,CHEN2453
162,1,195,1,162,0,162,side,active,MF Chena QC 9,M,10011,EB, , ,869,579.843338677000020,0.000000000000000,MF Chena QC 9,254.000000000000000,77.000000000000000,10011,EB,{E9F3775E-804B-413A-827C-830D8C5D7B23},{A5D425A5-2187-42D6-A869-6B3A3656B892}, , , ,4/30/2015 0:00:00,0,36699.129999999997381,148.520000000000010,AK,190803060102,Headwaters Middle Fork Chena River,S,NM,190803060103,0.000000000000000,0.000000000000000,63009.401633000001311,1,63009.401633000001311, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,572.940968054999985,2574.000000000000000,2573.000000000000000,1.000000000000000,101.213200000000001,192.146600000000007,559.924399999999991,255.572669999999988,21.323760000000000,255.572669999999988,0.009900000000000,0.563400000000000,1.653000000000000,4.985900000000000,0.158800000000000,0.138500000000000,0.000000000000000,4.000000000000000,260.9299927,1.014300000000000,235.876900000000006,181.395900000000012,6.336700000000000,1,5060102,47.3100014,36.381000000000000,0.9453000,0.748000000000000,248.258000000000010,1,1,0.361200000000000,0.291600000000000,0.863200000000000,UNCONSTRAINED,F:\GIS\SERDP\ARCPRO\SERDP_Riparian_Fire\SERDP_Riparian_Fire.gdb\CHEN,CHEN2574
163,1,196,1,163,0,163,side,active,MF Chena QC 10,M,10012,EB, , ,870,575.935664012999951,0.000000000000000,MF Chena QC 10,271.000000000000000,34.000000000000000,10012,EB,{E9F3775E-804B-413A-827C-830D8C5D7B23},{A5D425A5-2187-42D6-A869-6B3A3656B892}, , , ,4/30/2015 0:00:00,0,36699.129999999997381,148.520000000000010,AK,190803060102,Headwaters Middle Fork Chena River,S,NM,190803060103,0.000000000000000,0.000000000000000,63009.401633000001311,1,63009.401633000001311, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,587.454724842000019,2589.000000000000000,2588.000000000000000,1.000000000000000,158.137100000000004,184.510600000000011,586.685200000000009,257.042489999999987,19.853940000000001,257.042489999999987,0.000700000000000,0.565200000000000,1.591700000000000,4.893100000000000,0.157100000000000,0.138500000000000,0.000000000000000,4.000000000000000,320.9100037,1.129200000000000,439.518799999999999,215.825299999999999,6.336700000000000,1,5060102,89.8199997,44.107999999999997,0.2495000,0.192000000000000,4.580000000000000,1,1,0.363900000000000,0.075500000000000,0.835900000000000,UNCONSTRAINED,F:\GIS\SERDP\ARCPRO\SERDP_Riparian_Fire\SERDP_Riparian_Fire.gdb\CHEN,CHEN2589
164,1,197,1,164,0,164,side,active,MF Chena QC 11,M,10013,EB, , ,871,306.396656227999983,0.000000000000000,MF Chena QC 11,140.000000000000000,20.000000000000000,10013,EB,{E9F3775E-804B-413A-827C-830D8C5D7B23},{A5D425A5-2187-42D6-A869-6B3A3656B892}, , , ,4/30/2015 0:00:00,0,36699.129999999997381,148.520000000000010,AK,190803060102,Headwaters Middle Fork Chena River,S,NM,190803060103,0.000000000000000,0.000000000000000,63009.401633000001311,1,63009.401633000001311, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,589.466475167999988,2590.000000000000000,2589.000000000000000,1.000000000000000,97.781700000000001,184.424100000000010,586.692099999999982,257.188940000000002,19.707490000000000,257.188940000000002,0.000000000000000,0.565300000000000,1.590400000000000,4.891100000000000,0.157100000000000,0.138500000000000,0.000000000000000,4.000000000000000,230.4900055,1.112000000000000,222.410300000000007,167.848899999999986,6.336700000000000,1,5060102,45.4700012,34.317000000000000,0.0943000,0.072000000000000,0.782000000000000,1,1,0.364000000000000,0.289100000000000,0.826900000000000,UNCONSTRAINED,F:\GIS\SERDP\ARCPRO\SERDP_Riparian_Fire\SERDP_Riparian_Fire.gdb\CHEN,CHEN2590
165,1,198,1,165,0,165,main,active,MF Chena QC,Y,169,EB, , ,840,488.305519360000005,0.000000000000000, ,241.000000000000000,16.000000000000000,169,EB,{C128E74A-B7FF-473E-96B5-563CBB9F27BD},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,31085.669999999998254,125.799999999999997,AK,190803060304,Lohi Creek-Middle Fork Chena River,S,NM,190803060305,0.000000000000000,0.000000000000000,73067.112474199995631,1,73067.112474199995631, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,299.799987793000014,1943.000000000000000,1942.000000000000000,1.000000000000000,105.355300000000000,873.073800000000006,297.899999999999977,192.637300000000010,84.259129999999999,192.637300000000010,0.003300000000000,0.480400000000000,6.676400000000000,9.986800000000001,0.235600000000000,0.038000000000000,0.000000000000000,5.000000000000000,254.5700073,1.011400000000000,646.484900000000039,370.659699999999987,2.700000000000000,1,5060304,64.7300034,37.115000000000002,0.7154000,1.683000000000000,95.462000000000003,1,1,0.304600000000000,0.219300000000000,0.935300000000000,UNCONSTRAINED,F:\GIS\SERDP\ARCPRO\SERDP_Riparian_Fire\SERDP_Riparian_Fire.gdb\CHEN,CHEN1943
