OID_,Join_Count,TARGET_FID,gridcode,rca_id,uRCA,uRCA_int,Join_Count_1,TARGET_FID_1,Join_Cou_1,TARGET_F_1,Dam_Type,Dam_Condit,Notes,Beaver_cre,Dam_Num,Surveyor,Dam_Cond_1,Beaver_C_1,OBJECTID_1,Shape_Leng,Area_m2,Notes_1,Length_m,Width_m,Dam_Num_1,Surveyor_1,TNMID,MetaSource,SourceData,SourceOrig,SourceFeat,LoadDate,GNIS_ID,AreaAcres,AreaSqKm,States,HUC12,Name,HUType,HUMod,ToHUC,NonContrib,NonContr_1,Shape_Le_1,Surveyed,Shape_Le_2,RECORDNUMB,ACRES,AFSNUMBER,DOFNUMBER,USFSNUMBER,ADDNUMBER,PERIMETERD,LATESTPERI,SOURCE,SOURCEMETH,SOURCECLAS,AGENCYACRE,ACREAGEMET,COMMENTS,FIREID,FIREYEAR,UPDATETIME,UPDATEUSER,USEDONFINA,FPOUTDATE,FPMERGEDDA,IRWINID,PRESCRIBED,FIRESEASON,Year,Years,Shape_Le_3,Z,Shape_Length,Shape_Area
1580,,,1518,1518.000000000000000,1518,1518,0,1580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3883.622529381163076,744167.796097502927296
1581,,,1519,1519.000000000000000,1519,1519,0,1581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.854420627309317,17.098179932723856
1582,,,1519,1519.000000000000000,1519,1519,0,1582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18114.000670855552016,14230007.837763242423534
1583,,,1520,1520.000000000000000,1520,1520,0,1583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6256.046225993551161,1709798.222983998013660
1584,,,1521,1521.000000000000000,1521,1521,0,1584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4208.339539210465773,904714.258137176162563
1585,,,1522,1522.000000000000000,1522,1522,0,1585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10547.854424550789190,4242248.609411371871829
1586,,,1523,1523.000000000000000,1523,1523,0,1586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1954.012292172595380,202726.546874009538442
1587,,,1524,1524.000000000000000,1524,1524,0,1587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3073.314811356061909,290941.368610170378815
1588,1,541,1525,1525.000000000000000,1525,1525,1,1588,1,451,Off,active, ,M,5116,RA,Active,M,167,70.672106588700004,220.990538386999987, ,29.000000000000000,10.000000000000000,5116,RA,{F7E98802-8172-47EB-8069-FFAA1CA225AC},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,16516.180000000000291,66.840000000000003,AK,190803050802,Ninetyeight Creek,S,NM,190803050803,0.000000000000000,0.000000000000000,45024.451523700001417,1,45024.451523700001417, ,47777.629999999997381,Z85, , , ,11/1/1966 0:00:00,Yes,Not Recorded, , ,0.000000000000000, ,"Perimeter updated by ADFG-DWC, FAI in 2006.  Fire perimeter imported from fire history.",26171,1966,9/17/2007 0:00:00,jhrobak,No,,, ,N,1960 - 1969,1966.000000000000000,1960.000000000000000,95168.831021499994677,311.001798126999972,3273.879925105181428,472683.025235845299903
1589,,,1526,1526.000000000000000,1526,1526,0,1589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5970.045303732703360,1720740.697501084767282
1590,1,534,1527,1527.000000000000000,1527,1527,7,1590,1,444,Main,active,Error,N,5109,RA,Active,N,160,154.007950560000012,700.291960677000020, ,59.000000000000000,17.000000000000000,5109,RA,{F7E98802-8172-47EB-8069-FFAA1CA225AC},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,16516.180000000000291,66.840000000000003,AK,190803050802,Ninetyeight Creek,S,NM,190803050803,0.000000000000000,0.000000000000000,45024.451523700001417,1,45024.451523700001417, ,47777.629999999997381,Z85, , , ,11/1/1966 0:00:00,Yes,Not Recorded, , ,0.000000000000000, ,"Perimeter updated by ADFG-DWC, FAI in 2006.  Fire perimeter imported from fire history.",26171,1966,9/17/2007 0:00:00,jhrobak,No,,, ,N,1960 - 1969,1966.000000000000000,1960.000000000000000,95168.831021499994677,277.825785967000002,15797.495967129689234,12885939.392425380647182
1591,,,1528,1528.000000000000000,1528,1528,0,1591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.150774678261541,4161.966210738380141
1592,,,1529,1529.000000000000000,1529,1529,0,1592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9077.124007578679084,3806045.522711711935699
1593,,,1530,1530.000000000000000,1530,1530,0,1593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2169.388558511342580,205109.117023299768334
1594,,,1531,1531.000000000000000,1531,1531,0,1594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7319.630651621409925,2964612.455759897828102
1595,,,1532,1532.000000000000000,1532,1532,0,1595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14815.016451629599032,11694035.787086198106408
1596,,,1533,1533.000000000000000,1533,1533,0,1596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3020.978425922906808,347644.618570176651701
1597,,,1534,1534.000000000000000,1534,1534,0,1597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7427.257929450072879,2246921.743361745961010
1598,,,1535,1535.000000000000000,1535,1535,0,1598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.000000003725290,25.000000009313226
1599,1,544,1535,1535.000000000000000,1535,1535,3,1599,1,454,Side,active, ,M,5119,RA,Active,M,170,73.727869055300005,136.539929997000002, ,31.000000000000000,5.000000000000000,5119,RA,{AED26ED3-F942-44A9-AD2E-88D5A4FE85AE},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,18134.000000000000000,73.390000000000001,AK,190803050801,190803050801,M,NM,190803050802,0.000000000000000,0.000000000000000,46890.984335100001772,1,46890.984335100001772, ,47777.629999999997381,Z85, , , ,11/1/1966 0:00:00,Yes,Not Recorded, , ,0.000000000000000, ,"Perimeter updated by ADFG-DWC, FAI in 2006.  Fire perimeter imported from fire history.",26171,1966,9/17/2007 0:00:00,jhrobak,No,,, ,N,1960 - 1969,1966.000000000000000,1960.000000000000000,95168.831021499994677,277.335568986999988,7771.082060654008274,2665865.989664312452078
1600,1,543,1536,1536.000000000000000,1536,1536,1,1600,1,453,Main,active, ,M,5118,RA,Active,M,169,154.731018650000010,381.968592307999984, ,54.000000000000000,9.000000000000000,5118,RA,{AED26ED3-F942-44A9-AD2E-88D5A4FE85AE},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,18134.000000000000000,73.390000000000001,AK,190803050801,190803050801,M,NM,190803050802,0.000000000000000,0.000000000000000,46890.984335100001772,1,46890.984335100001772, ,47777.629999999997381,Z85, , , ,11/1/1966 0:00:00,Yes,Not Recorded, , ,0.000000000000000, ,"Perimeter updated by ADFG-DWC, FAI in 2006.  Fire perimeter imported from fire history.",26171,1966,9/17/2007 0:00:00,jhrobak,No,,, ,N,1960 - 1969,1966.000000000000000,1960.000000000000000,95168.831021499994677,274.458634562999976,9603.090804633820881,4096268.927221861202270
1601,,,1537,1537.000000000000000,1537,1537,0,1601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3024.304585059476722,416888.344888996158261
1602,,,1538,1538.000000000000000,1538,1538,0,1602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2457.529003412998463,305600.508247027813923
1603,,,1539,1539.000000000000000,1539,1539,0,1603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6675.768137850473067,2166313.421953551936895
1604,,,1540,1540.000000000000000,1540,1540,0,1604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6981.435741573526684,2286258.162117413710803
1605,,,1541,1541.000000000000000,1541,1541,0,1605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5158.668998055867633,946754.473101631854661
1606,,,1542,1542.000000000000000,1542,1542,0,1606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8579.362174412439344,3268522.410164967179298
1607,,,1543,1543.000000000000000,1543,1543,0,1607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1488.038004961751994,115193.293089571146993
1608,,,1544,1544.000000000000000,1544,1544,0,1608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9925.861490906467225,5554829.084959125146270
1609,1,173,1545,1545.000000000000000,1545,1545,1,1609,0,142,main,active, ,M,176,EB, , ,847,786.290069763000020,0.000000000000000, ,323.000000000000000,38.000000000000000,176,EB,{3D70B84C-4AC4-48A1-A8DE-0672D8AE34BF},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,35800.029999999998836,144.879999999999995,AK,190803031509,190803031509-Goodpaster River,S,NM,190803031511,0.000000000000000,0.000000000000000,61688.740668999998888,1,61688.740668999998888, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,486.244060572000024,4415.944087142591343,839891.938699230551720
1610,,,1546,1546.000000000000000,1546,1546,0,1610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31992.868216351023875,28077740.898687653243542
1611,,,1547,1547.000000000000000,1547,1547,0,1611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14894.126718287307085,9088625.520277535542846
1612,,,1548,1548.000000000000000,1548,1548,0,1612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2091.974528948800071,130591.044114819000242
1613,,,1549,1549.000000000000000,1549,1549,0,1613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3832.251915440635457,669040.118384967208840
1614,,,1550,1550.000000000000000,1550,1550,0,1614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20718.508113314252114,14616458.097543427720666
1615,,,1551,1551.000000000000000,1551,1551,0,1615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5321.356901958603885,1270023.467203764012083
1616,,,1552,1552.000000000000000,1552,1552,0,1616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9961.930027639511536,5147766.450535542331636
1617,,,1553,1553.000000000000000,1553,1553,0,1617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.646243530524714,7286.218696990220451
1618,,,1554,1554.000000000000000,1554,1554,0,1618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6368.619912145140006,1199096.197569554205984
1619,,,1555,1555.000000000000000,1555,1555,0,1619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.854297196182443,17.097960698096259
1620,,,1555,1555.000000000000000,1555,1555,0,1620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.000000007450581,25.000000018626451
1621,,,1555,1555.000000000000000,1555,1555,0,1621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10184.539397326925609,5269347.570649775676429
1622,1,178,1556,1556.000000000000000,1556,1556,1,1622,0,147,side,active, ,Y,178,EB, , ,852,506.450477681999985,0.000000000000000, ,266.000000000000000,17.000000000000000,178,EB,{3D70B84C-4AC4-48A1-A8DE-0672D8AE34BF},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,35800.029999999998836,144.879999999999995,AK,190803031509,190803031509-Goodpaster River,S,NM,190803031511,0.000000000000000,0.000000000000000,61688.740668999998888,1,61688.740668999998888, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,487.901278450000007,5003.160670955084242,1167876.051973530324176
1623,,,1557,1557.000000000000000,1557,1557,0,1623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8633.661266471675845,3113871.447330846916884
1624,,,1558,1558.000000000000000,1558,1558,0,1624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4062.069069807177129,565957.628387829521671
1625,,,1559,1559.000000000000000,1559,1559,0,1625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17629.479130242798419,13372888.210551794618368
1626,1,1035,1560,1560.000000000000000,1560,1560,1,1626,0,881,Side,active, ,M,10288,RA,Active,M,656,131.460405213999991,708.223348976000011, ,50.000000000000000,20.000000000000000,10288,RA,{6A207748-1933-4E90-9819-E42D9D58DA83},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,15043.989999999999782,60.880000000000003,AK,190803031407,Lower Eisenmenger Fork,S,NM,190803031509,0.000000000000000,0.000000000000000,31966.337866999998369,1,31966.337866999998369, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,584.119162999999958,5642.401800328498211,848151.956244793604128
1627,,,1561,1561.000000000000000,1561,1561,0,1627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4102.553343753730587,559790.340521491365507
1628,,,1562,1562.000000000000000,1562,1562,0,1628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7693.718549555190293,1867235.160257877549157
1629,,,1563,1563.000000000000000,1563,1563,0,1629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8342.153438795252441,3018009.946344735100865
1630,,,1564,1564.000000000000000,1564,1564,0,1630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5883.007346064557169,1509475.683407151140273
1631,,,1565,1565.000000000000000,1565,1565,0,1631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8674.819711391268356,3381121.287327338475734
1632,,,1566,1566.000000000000000,1566,1566,0,1632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8184.476545121870004,3759554.681724992115051
1633,,,1567,1567.000000000000000,1567,1567,0,1633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5321.874235239898553,1771070.731441176030785
1634,,,1568,1568.000000000000000,1568,1568,0,1634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8539.668279555338813,3792560.043334128800780
1635,1,174,1569,1569.000000000000000,1569,1569,1,1635,0,143,main,active, ,Y,177,EB, , ,848,727.030035625999972,0.000000000000000, ,245.000000000000000,32.000000000000000,177,EB,{3D70B84C-4AC4-48A1-A8DE-0672D8AE34BF},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,35800.029999999998836,144.879999999999995,AK,190803031509,190803031509-Goodpaster River,S,NM,190803031511,0.000000000000000,0.000000000000000,61688.740668999998888,1,61688.740668999998888, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,487.200012206999986,1271.359037409086341,60551.383058073646680
1636,,,1570,1570.000000000000000,1570,1570,0,1636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5753.813406030665647,1107065.029819356976077
1637,,,1571,1571.000000000000000,1571,1571,0,1637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4427.709695545828254,912046.320479698479176
1638,,,1572,1572.000000000000000,1572,1572,0,1638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14100.834910600678995,8827381.218400875106454
1639,,,1573,1573.000000000000000,1573,1573,0,1639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9749.160311842109877,5766555.524727794341743
1640,,,1574,1574.000000000000000,1574,1574,0,1640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1466.059816097063049,101901.644528612538124
1641,,,1575,1575.000000000000000,1575,1575,0,1641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5162.986925104733018,1261213.043882761616260
1642,,,1576,1576.000000000000000,1576,1576,0,1642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3690.250173664217527,698976.392064057756215
1643,,,1577,1577.000000000000000,1577,1577,0,1643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6866.286081958370232,2006041.775830664206296
1644,,,1578,1578.000000000000000,1578,1578,0,1644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.854587656533987,17.098484614057142
1645,,,1578,1578.000000000000000,1578,1578,0,1645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12229.946517882804983,7387507.703555185347795
1646,,,1579,1579.000000000000000,1579,1579,0,1646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6916.459463629706988,2536469.242404270451516
1647,,,1580,1580.000000000000000,1580,1580,0,1647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8907.287278774101651,3795958.177079897839576
1648,,,1581,1581.000000000000000,1581,1581,0,1648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10793.459396859665503,4510959.573254280723631
1649,,,1582,1582.000000000000000,1582,1582,0,1649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8639.850882943417673,3573625.966214766725898
1650,,,1583,1583.000000000000000,1583,1583,0,1650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6178.293958544691122,2140375.886787172872573
1651,,,1584,1584.000000000000000,1584,1584,0,1651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8722.644873518825989,3807468.137481058016419
1652,1,1036,1585,1585.000000000000000,1585,1585,1,1652,0,882,Side,active, ,M,10289,RA,Active,M,657,427.296006568999985,1905.839403830000037, ,157.000000000000000,20.000000000000000,10289,RA,{6A207748-1933-4E90-9819-E42D9D58DA83},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,15043.989999999999782,60.880000000000003,AK,190803031407,Lower Eisenmenger Fork,S,NM,190803031509,0.000000000000000,0.000000000000000,31966.337866999998369,1,31966.337866999998369, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,572.102951083999983,4188.056101395000042,577434.542328260722570
1653,,,1586,1586.000000000000000,1586,1586,0,1653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8531.844909281713626,3304837.242815784178674
1654,,,1587,1587.000000000000000,1587,1587,0,1654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6447.077986787526243,1406884.092150625539944
1655,,,1588,1588.000000000000000,1588,1588,0,1655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12660.220188548193619,8018771.700314665213227
1656,,,1589,1589.000000000000000,1589,1589,0,1656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1318.528490552678022,104455.644348476984305
1657,,,1590,1590.000000000000000,1590,1590,0,1657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9183.725002551915168,4087325.051532115321606
1658,,,1591,1591.000000000000000,1591,1591,0,1658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8376.580846500413827,3777296.123240986373276
1659,,,1592,1592.000000000000000,1592,1592,0,1659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2482.500744955154005,256490.799205605580937
1660,,,1593,1593.000000000000000,1593,1593,0,1660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2441.135113044375885,232246.565489425702253
1661,,,1594,1594.000000000000000,1594,1594,0,1661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5573.076926620193262,1522589.909498225897551
1662,1,848,1595,1595.000000000000000,1595,1595,3,1662,1,715,Side,active, ,Y,5425,RA,Active,Y,474,664.555874057999972,3512.771727169999849, ,266.000000000000000,27.000000000000000,5425,RA,{2EF96804-83F0-47AF-BA5B-BB71B4656951},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,16980.900000000001455,68.719999999999999,AK,190803050607,Outlet Flat Creek,M,NM,190803050608,0.000000000000000,0.000000000000000,37930.230877000001783,1,37930.230877000001783, ,49143.120000000002619,9476, , , ,11/1/1969 0:00:00,Yes,Digitized,Image, ,0.000000000000000, ,Perimeter modified from 1978 Landsat image P75 R14.,25761,1969,3/12/2008 0:00:00,jhrobak,No,7/31/1969 0:00:00,, ,N,1960 - 1969,1969.000000000000000,1960.000000000000000,72811.384457199994358,291.088332577000017,7421.427917392898053,2073274.911140518961474
1663,1,846,1596,1596.000000000000000,1596,1596,2,1663,1,713,Off,active, ,M,5423,RA,Active,M,472,695.152396435000014,3997.705627509999886, ,316.000000000000000,28.000000000000000,5423,RA,{2EF96804-83F0-47AF-BA5B-BB71B4656951},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,16980.900000000001455,68.719999999999999,AK,190803050607,Outlet Flat Creek,M,NM,190803050608,0.000000000000000,0.000000000000000,37930.230877000001783,1,37930.230877000001783, ,49143.120000000002619,9476, , , ,11/1/1969 0:00:00,Yes,Digitized,Image, ,0.000000000000000, ,Perimeter modified from 1978 Landsat image P75 R14.,25761,1969,3/12/2008 0:00:00,jhrobak,No,7/31/1969 0:00:00,, ,N,1960 - 1969,1969.000000000000000,1960.000000000000000,72811.384457199994358,283.136583868000002,15523.975086124581139,6943967.201195085421205
1664,,,1597,1597.000000000000000,1597,1597,0,1664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7969.151405988307488,2955804.224598361179233
1665,,,1598,1598.000000000000000,1598,1598,0,1665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8616.252184392615163,3723537.702434866223484
1666,,,1599,1599.000000000000000,1599,1599,0,1666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3682.089511243600100,493742.124163531931117
1667,,,1600,1600.000000000000000,1600,1600,0,1667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7995.718872756057863,1344947.486619374947622
1668,,,1601,1601.000000000000000,1601,1601,0,1668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10005.778214180854775,4915892.789231699891388
1669,,,1602,1602.000000000000000,1602,1602,0,1669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7308.508411700453507,3287154.922292015515268
1670,,,1603,1603.000000000000000,1603,1603,0,1670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9879.341981250945537,4008844.667245143093169
1671,,,1604,1604.000000000000000,1604,1604,0,1671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.664246815993749,5161.236253491762000
