OID_,Join_Count,TARGET_FID,TNMID,MetaSource,SourceData,SourceOrig,SourceFeat,LoadDate,GNIS_ID,AreaAcres,AreaSqKm,States,HUC12,Name,HUType,HUMod,ToHUC,NonContrib,NonContr_1,Shape_Leng,Surveyed,RECORDNUMB,ACRES,AFSNUMBER,DOFNUMBER,USFSNUMBER,ADDNUMBER,PERIMETERD,LATESTPERI,SOURCE,SOURCEMETH,SOURCECLAS,AGENCYACRE,ACREAGEMET,COMMENTS,FIREID,FIREYEAR,UPDATETIME,UPDATEUSER,USEDONFINA,FPOUTDATE,FPMERGEDDA,IRWINID,PRESCRIBED,FIRESEASON,Year,Years,Shape_Le_1,Z_Mean,Avg_Slope,Shape_Le_2,Num_of_dam,Shape_Length,Shape_Area,Point_Count
37,4,37,{516190B3-69F2-479B-AF4B-24A20E2765A6},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,12670.069999999999709,51.270000000000003,AK,190803060604,Flat Creek,S,NM,190803060606,0.000000000000000,0.000000000000000,35354.378650300001027,1,240,0.190000000000000,M6PN,011240,PNM6PN,0.1,6/19/2020 0:00:00,Yes,Mixed Methods, , ,0.000000000000000, ,Perimeter digitized by DOF-FAS.,66728,2020,6/19/2020 0:00:00,jljenkins, ,6/16/2020 0:00:00,,{0DA19BA2-B8D7-48DB-B9DA-EAD87F558B9C},N,2020 - 2029,2020.000000000000000,2020.000000000000000,125.203286626999997,0.000000000000000,0.000000000000000,35354.378650300001027,0.000000000000000,35354.378650258498965,51273932.396344877779484,0
38,0,38,{09C6ECE9-3EA5-436E-A595-F8B7382772EF},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,10312.629999999999200,41.729999999999997,AK,190803050702,Minton Creek,S,NM,190803050704,0.000000000000000,0.000000000000000,30403.798238999999739,1, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,533.632610761000024,28.481148913300000,30403.798238999999739,0.000000000000000,30403.798238982039038,41733749.082681126892567,0
39,4,39,{ACE486EC-C307-4347-AE41-CCC89E0DE5F4},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,27428.889999999999418,111.000000000000000,AK,190803090502,McManus Creek,S,NM,190803090505,0.000000000000000,0.000000000000000,52389.061079599996447,1,242,3.890000000000000,F4CM,111242,PNF4CM, ,6/4/2011 0:00:00,Yes,GPS,Helicopter,B - Within 90 Meters,0.000000000000000, ,Flown by Keech.,34920,2011,6/8/2011 0:00:00,hrigby,No,6/27/2011 0:00:00,, ,N,2010 - 2019,2011.000000000000000,2010.000000000000000,507.733532346999993,0.000000000000000,0.000000000000000,52389.061079599996447,0.000000000000000,52389.061079571751179,111000781.597023323178291,2
40,4,40,{E85F6CBE-0D99-4108-8B25-76E772DC7A5E},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,13050.190000000000509,52.810000000000002,AK,190803060203,Little Munson Creek,S,NM,190803060204,0.000000000000000,0.000000000000000,33444.114544600000954,1,477,31728.869999999998981,BC4Z,411477,PNBC4Z,30408,9/3/2006 0:00:00,Yes,Image Interpretation,Other, ,0.000000000000000, ,Fire perimeter modified using Landsat Image Service.,1989,2004,3/20/2019 0:00:00,jljenkins, ,10/16/2004 0:00:00,, ,N,2000 - 2009,2004.000000000000000,2000.000000000000000,79526.072139600000810,0.000000000000000,0.000000000000000,33444.114544600000954,0.000000000000000,33444.114544603311515,52812263.190661184489727,32
41,4,41,{56234392-B233-49C8-8113-82543AA15CBB},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,34560.599999999998545,139.860000000000014,AK,190803050602,Butte Creek,S,NM,190803050604,0.000000000000000,0.000000000000000,61219.353978099999949,1,679,1436.480000000000018,HU4Q,311679,PNHU4Q, ,8/13/2013 0:00:00,Yes,GPS,Helicopter, ,0.000000000000000, ,None Recorded,36878,2013,8/14/2013 0:00:00,Fire Upload Test,No,9/24/2013 0:00:00,, ,N,2010 - 2019,2013.000000000000000,2010.000000000000000,11121.528507099999842,643.250657172000047,30.736302365299998,61219.353978099999949,0.000000000000000,61219.353978121667751,139861798.832778781652451,16
42,1,42,{93B8821A-C349-4AD1-ACFA-99AA96188678},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,11770.479999999999563,47.630000000000003,AK,190803070107,Cottonwood Creek,S,NM,190803070108,0.000000000000000,0.000000000000000,33291.425681599997915,1,219,19442.779999999998836,FEU5,012219,PNFEU5, ,6/6/2010 0:00:00,Yes,Not Recorded, , ,0.000000000000000, ,None Recorded,33142,2010,6/6/2010 0:00:00,DNR Delta,No,8/30/2010 0:00:00,, ,N,2010 - 2019,2010.000000000000000,2010.000000000000000,86152.579521399995429,0.000000000000000,0.000000000000000,33291.423954999998386,0.000000000000000,33291.423954980469716,47633328.953501090407372,8
43,4,43,{AC25DE5E-029C-4FE7-9256-C9115C5AA4AC},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,30487.139999999999418,123.379999999999995,AK,190803070106,Middle Shaw Creek,S,NM,190803070111,0.000000000000000,0.000000000000000,76512.737458400006290,1,239,28.829999999999998, ,012239, ,10,6/16/2020 0:00:00,Yes,Image Interpretation, , ,0.000000000000000, ,Perimeter digitized using Sentinel 2 image collected 6/16,66726,2020,6/25/2020 0:00:00,dmgriggs, ,6/17/2020 0:00:00,,{2A3FF416-CE06-4066-A31F-2F752D321050},N,2020 - 2029,2020.000000000000000,2020.000000000000000,1616.677536149999924,0.000000000000000,0.000000000000000,76512.737458400006290,0.000000000000000,76512.737458370669628,123377162.227773472666740,0
44,0,44,{857AF01C-5C5F-4C9E-9250-EC788B377394},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,34125.220000000001164,138.099999999999994,AK,190803050601,Pasco Creek-Salcha River,S,NM,190803050604,0.000000000000000,0.000000000000000,57241.214999499999976,1, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,638.742394203999993,34.459288258199997,57241.214999499999976,0.000000000000000,57241.214999526251631,138099863.453105330467224,2
45,4,45,{F6320880-9AAC-4602-84BA-0D8FC5F90F80},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,34859.250000000000000,141.069999999999993,AK,190803070104,Upper Shaw Creek,S,NM,190803070106,0.000000000000000,0.000000000000000,61217.951642300002277,1,312,182831.269999999989523,A5TX,412312,PNA5TX,175815,8/9/2005 0:00:00,Yes,Image Interpretation,Other, ,0.000000000000000, ,Fire perimeter modified using Landsat Image Service.,1832,2004,3/14/2019 0:00:00,jljenkins, ,10/1/2004 0:00:00,, ,N,2000 - 2009,2004.000000000000000,2000.000000000000000,340519.879099000012502,819.656112341000039,15.397894349200000,61217.951642300002277,0.000000000000000,61217.951642335363431,141070403.218658685684204,0
46,1,46,{0810F8DA-A007-46C3-8311-BC0168E0D8E7},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,16128.600000000000364,65.269999999999996,AK,190803050309,Big Granite Creek,S,NM,190803050310,0.000000000000000,0.000000000000000,38182.512284700002056,0, ,43843.209999999999127,Z61, , , ,11/1/1966 0:00:00,Yes,Digitized,Image, ,0.000000000000000, ,Perimeter is approximate.  Digitized from 1978 Landsat image P75 R14.,26170,1966,3/12/2008 0:00:00,jhrobak,No,,, ,N,1960 - 1969,1966.000000000000000,1960.000000000000000,64176.792368900001748,829.384912697999994,33.334756622000000,38182.512284700002056,0.000000000000000,38182.512284680109587,65270139.950844347476959,0
47,5,47,{7E716098-6521-43D2-83FB-924F664DBDC6},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,38840.639999999999418,157.180000000000007,AK,190803031511,190803031511-Goodpaster River,S,NM,190803031802,0.000000000000000,0.000000000000000,84583.491819400005625,1,312,182831.269999999989523,A5TX,412312,PNA5TX,175815,8/9/2005 0:00:00,Yes,Image Interpretation,Other, ,0.000000000000000, ,Fire perimeter modified using Landsat Image Service.,1832,2004,3/14/2019 0:00:00,jljenkins, ,10/1/2004 0:00:00,, ,N,2000 - 2009,2004.000000000000000,2000.000000000000000,340519.879099000012502,816.624176423999984,33.414153770600002,84583.491819400005625,0.000000000000000,84583.491819417788065,157182513.752065986394882,2
48,0,48,{1F1A1F71-0A88-412E-93D2-9A4ACEE8A97A},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,8/1/2016 0:00:00,0,38805.019999999996799,157.039999999999992,AK,190803050101,Gulch Creek-Salcha River,S,NM,190803050102,0.000000000000000,0.000000000000000,63443.169287600001553,1, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,1145.681375500000058,21.815638981700001,63443.169287600001553,0.000000000000000,63443.169287569966400,157038346.180627226829529,4
49,0,49,{B68B746D-4287-4C35-8B16-68C79AC95C0A},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,8/1/2016 0:00:00,0,16813.630000000001019,68.040000000000006,AK,190803031502,190803031502,M,NM,190803031503,0.000000000000000,0.000000000000000,38935.896397399999842,1, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,1070.802648319999889,36.554989222499998,38935.896397399999842,0.000000000000000,38935.896397431082733,68042330.744614332914352,0
50,0,50,{55C141D3-0E27-4B6D-BAFB-42C38553E1DB},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,8/1/2016 0:00:00,0,8319.819999999999709,33.670000000000002,AK,190803031501,190803031501,S,NM,190803031503,0.000000000000000,0.000000000000000,29608.249889099999564,1, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,1128.646706170000016,34.997069422300001,29608.249889099999564,0.000000000000000,29608.249889066857577,33669133.537238813936710,0
51,3,51,{8B509C96-D8E0-4F3E-9A9B-68BF11618D68},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,21962.319999999999709,88.879999999999995,AK,190803090501,Smith Creek,S,NM,190803090505,0.000000000000000,0.000000000000000,66511.321943999995710,1,193,538651.479999999981374,A4SZ,411193,PNA4SZ,537627,9/1/2004 0:00:00,Yes,Image Interpretation,Other, ,0.000000000000000, ,Fire perimeter modified using Landsat Image Service.,1679,2004,3/14/2019 0:00:00,jljenkins, ,11/19/2004 0:00:00,, ,N,2000 - 2009,2004.000000000000000,2000.000000000000000,678469.607755000004545,0.000000000000000,0.000000000000000,66511.321943999995710,0.000000000000000,66511.321944009250728,88878362.347585916519165,6
52,1,52,{9D8866FB-13E2-4477-BDA2-26E3F3150460},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,49833.029999999998836,201.669999999999987,AK,190803031702,West Fork South Fork Goodpaster River,S,NM,190803031703,0.000000000000000,0.000000000000000,68615.191544999994221,1, ,69387.160000000003492,9518, , , ,11/1/1969 0:00:00,Yes,Digitized,Image, ,0.000000000000000, ,Digitized from 1976 Landsat image P73 R15.,25785,1969,3/12/2008 0:00:00,jhrobak,No,7/6/1969 0:00:00,, ,N,1960 - 1969,1969.000000000000000,1960.000000000000000,86517.263427300000330,858.057786837999970,30.158176038899999,68615.191544999994221,0.000000000000000,68615.191544962173793,201667095.586212158203125,0
53,1,53,{860D9B4F-8C72-44C6-9A3D-E5A01DD9735D},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,38237.300000000002910,154.740000000000009,AK,190803090806,Goldstream Creek,S,IT,190803090905,0.000000000000000,0.000000000000000,103366.223717000000761,0, ,73411.899999999994179,8589,111060, ,72500,9/30/1981 0:00:00,Yes,Digitized-Topo, , ,0.000000000000000, ,Perimeter digitized using georeferenced version of the map in the fire report.,25407,1981,10/12/2021 0:00:00,jljenkins, ,9/30/1981 0:00:00,, ,N,1980 - 1989,1981.000000000000000,1980.000000000000000,155597.003002999990713,0.000000000000000,0.000000000000000,103366.223717000000761,0.000000000000000,103366.223717130633304,154740875.227661758661270,0
54,2,54,{4C66F557-F37B-4BD5-820C-653B2E12AE08},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,36483.760000000002037,147.639999999999986,AK,190803090402,190803090402-Washington Creek,S,NM,190803090404,0.000000000000000,0.000000000000000,66175.178969999993569,1,271,23110.430000000000291,F4D8,111271,PNF4D8, ,6/11/2011 0:00:00,Yes,Not Recorded, , ,0.000000000000000, ,None Recorded,34973,2011,6/14/2011 0:00:00,Alaska Type 2 Team,No,9/8/2011 0:00:00,, ,N,2010 - 2019,2011.000000000000000,2010.000000000000000,85957.830464200000279,0.000000000000000,0.000000000000000,66175.178969999993569,0.000000000000000,66175.178969970525941,147644729.373558670282364,1
55,2,55,{94F1962D-5F04-4151-AC52-89CF7A40334D},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,20252.959999999999127,81.959999999999994,AK,190803090606,Little Eldorado Creek-Chatanika River,S,NM,190803090608,0.000000000000000,0.000000000000000,41528.746912100003101,1,538,25.920000000000002,JT1G,511538, , ,9/22/2015 0:00:00,Yes,GPS,ATV, ,0.000000000000000, ,None Recorded,38358,2015,9/22/2015 0:00:00,DNR SW-McGrath,No,8/8/2015 0:00:00,,ED7B02B2-4ECB-42A2-92A8-0C5813B68354,N,2010 - 2019,2015.000000000000000,2010.000000000000000,1865.629536769999959,0.000000000000000,0.000000000000000,41528.746912100003101,0.000000000000000,41528.746912124785013,81960828.096305757761002,4
56,1,56,{4F95C35F-4CAC-4692-9057-F9620B37FF08},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,30704.080000000001746,124.260000000000005,AK,190803090604,Captain Creek-Chatanika River,S,NM,190803090606,0.000000000000000,0.000000000000000,66803.803113300004043,1,193,538651.479999999981374,A4SZ,411193,PNA4SZ,537627,9/1/2004 0:00:00,Yes,Image Interpretation,Other, ,0.000000000000000, ,Fire perimeter modified using Landsat Image Service.,1679,2004,3/14/2019 0:00:00,jljenkins, ,11/19/2004 0:00:00,, ,N,2000 - 2009,2004.000000000000000,2000.000000000000000,678469.607755000004545,0.000000000000000,0.000000000000000,66803.803113300004043,0.000000000000000,66803.803113256843062,124254987.637738913297653,35
57,3,57,{7FA96D5D-EB2E-4C60-90C9-32F1555E2984},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,33291.720000000001164,134.729999999999990,AK,190803060706,190803060706-Little Chena River,S,NM,190803060802,0.000000000000000,0.000000000000000,60776.902970299997833,1,193,538651.479999999981374,A4SZ,411193,PNA4SZ,537627,9/1/2004 0:00:00,Yes,Image Interpretation,Other, ,0.000000000000000, ,Fire perimeter modified using Landsat Image Service.,1679,2004,3/14/2019 0:00:00,jljenkins, ,11/19/2004 0:00:00,, ,N,2000 - 2009,2004.000000000000000,2000.000000000000000,678469.607755000004545,0.000000000000000,0.000000000000000,60776.902970299997833,0.000000000000000,60776.902970321076282,134726817.040847778320312,3
58,3,58,{03C8FBD5-D45D-4E2C-930F-D0ABB263AE6F},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,24795.680000000000291,100.340000000000003,AK,190803050806,190803050806-Salcha River,M,NM,190803050807,0.000000000000000,0.000000000000000,50869.520710899996629,1,468,1049.259999999999991,KF0X,611468,PNKF0X,1164,7/21/2016 0:00:00,Yes,GPS, , ,0.000000000000000, ,Perimeter submitted by DOF GIS.,39291,2016,7/22/2016 0:00:00,jljenkins,No,8/5/2016 0:00:00,,89652EA5-C028-44E4-9522-8FB44C8AFE67,N,2010 - 2019,2016.000000000000000,2010.000000000000000,19982.227441200000612,335.151804991999995,16.234145936600001,50869.520710899996629,0.000000000000000,50869.520710876153316,100344379.456597432494164,0
59,2,59,{CBBA965A-0FC5-49CE-880C-B0D06CB5C85A},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,28863.069999999999709,116.799999999999997,AK,190803060701,Headwaters Little Chena River,S,NM,190803060706,0.000000000000000,0.000000000000000,57483.090172299998812,1,193,538651.479999999981374,A4SZ,411193,PNA4SZ,537627,9/1/2004 0:00:00,Yes,Image Interpretation,Other, ,0.000000000000000, ,Fire perimeter modified using Landsat Image Service.,1679,2004,3/14/2019 0:00:00,jljenkins, ,11/19/2004 0:00:00,, ,N,2000 - 2009,2004.000000000000000,2000.000000000000000,678469.607755000004545,0.000000000000000,0.000000000000000,57483.090172299998812,0.000000000000000,57483.090172257965605,116804680.631555527448654,7
60,5,60,{CAC9D306-0B33-471A-9F5C-011A96656D3D},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,34808.790000000000873,140.870000000000005,AK,190803060505,Beaver Creek,S,NM,190803060507,0.000000000000000,0.000000000000000,61423.622931999998400,1,390,12969.680000000000291,MB79,932390,PDMB79,14316,9/2/2019 0:00:00,Yes,Image Interpretation, , ,0.000000000000000, ,"Perimeter updated using Sentinel-2 Image Service (image dates 7/22/2019, 9/02/2019 ).",51266,2019,9/5/2019 0:00:00,jljenkins, ,10/3/2019 0:00:00,,{831A7AAA-5DA6-4E52-BFAF-2E0E0C502A78},N,2010 - 2019,2019.000000000000000,2010.000000000000000,83743.772826800006442,0.000000000000000,0.000000000000000,61423.622931999998400,0.000000000000000,61423.622932023536123,140866164.609495460987091,4
61,3,61,{89BE4B3B-AECE-4B35-806B-198EE947AB62},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,23124.069999999999709,93.579999999999998,AK,190803060303,Ottertail Creek,S,NM,190803060304,0.000000000000000,0.000000000000000,46265.310508299997309,1,235,50964.790000000000873,N3UW,111235,PNN3UW,54050,8/5/2021 0:00:00,Yes,Image Interpretation, , ,0.000000000000000, ,Perimeter updated using Sentinel-2 imagery.,68032,2021,8/6/2021 0:00:00,jljenkins, ,9/27/2021 0:00:00,,{D801B0C1-8B9C-4B60-A450-2496BEF3F70A},N,2020 - 2029,2021.000000000000000,2020.000000000000000,237825.033522999990964,0.000000000000000,0.000000000000000,46265.310508299997309,0.000000000000000,46265.310508257061883,93579812.234423473477364,4
62,3,62,{5098B9FA-464C-40B3-BFA5-3913BE37B635},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,13269.670000000000073,53.700000000000003,AK,190803050306,190803050306,S,NM,190803050307,0.000000000000000,0.000000000000000,31777.000511999998707,1,370,1577.160000000000082,BJT6,411370, ,1993.8,8/9/2005 0:00:00,Yes,Image Interpretation, , ,0.000000000000000, ,Fire perimeter modified using Landsat Image Service,1873,2004,3/20/2019 0:00:00,jljenkins, ,9/23/2004 0:00:00,, ,N,2000 - 2009,2004.000000000000000,2000.000000000000000,13261.496368599999187,834.192702457999985,31.099430172700000,31777.000511999998707,0.000000000000000,31777.000512020113092,53700447.832249999046326,0
63,0,63,{843FEFF1-B256-4890-887A-18F206570FE2},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,15036.549999999999272,60.850000000000001,AK,190803050308,Bonanza Creek,S,NM,190803050310,0.000000000000000,0.000000000000000,36691.146550899997237,1, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,771.532709336000039,34.990471392300002,36691.146550899997237,0.000000000000000,36691.146550895136897,60850764.539866499602795,3
64,2,64,{01EB2B44-0150-4C5C-8A4D-DC6500F10636},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,19780.700000000000728,80.049999999999997,AK,190803050406,Maiden Creek-Salcha River,S,NM,190803050407,0.000000000000000,0.000000000000000,52463.655914399998437,1,312,182831.269999999989523,A5TX,412312,PNA5TX,175815,8/9/2005 0:00:00,Yes,Image Interpretation,Other, ,0.000000000000000, ,Fire perimeter modified using Landsat Image Service.,1832,2004,3/14/2019 0:00:00,jljenkins, ,10/1/2004 0:00:00,, ,N,2000 - 2009,2004.000000000000000,2000.000000000000000,340519.879099000012502,696.954450601999952,36.411193719300002,52463.655914399998437,0.000000000000000,52463.655914371614926,80049640.547900989651680,4
65,0,65,{5E20A89E-0DB5-47F0-A9ED-E970EA676C96},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,14080.340000000000146,56.979999999999997,AK,190803050303,190803050303,S,NM,190803050305,0.000000000000000,0.000000000000000,38319.175963000001502,0, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,982.122496296999998,35.629550050500001,38319.175963000001502,0.000000000000000,38319.175963032052096,56981117.455412417650223,0
66,0,66,{CE8EF9E2-9A49-4D1E-8E90-E66F37810E31},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,29795.189999999998690,120.579999999999998,AK,190803050301,Upper North Fork Salcha River,S,NM,190803050305,0.000000000000000,0.000000000000000,58838.088386800001899,0, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,1098.035905480000110,39.259333738300001,58838.088386800001899,0.000000000000000,58838.088386759234709,120576836.033839672803879,0
67,1,67,{EAE9D15B-BF6F-4F0A-B693-5E43587CA2E7},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,27104.229999999999563,109.689999999999998,AK,190803050402,Outlet Porcupine Creek,S,NM,190803050406,0.000000000000000,0.000000000000000,55548.750844200003485,1, ,4783.060000000000400,B577,311577, ,4700,9/16/1995 0:00:00,Yes,Image Interpretation, , ,0.000000000000000, ,Fire perimeter modified using Landsat Image Service.,22473,1993,3/14/2019 0:00:00,jljenkins, ,8/12/1993 0:00:00,, ,N,1990 - 1999,1993.000000000000000,1990.000000000000000,24313.811226900001202,1683.664785680000023,73.939739879000001,55548.750844200003485,0.000000000000000,55548.750844158217660,109686902.581510514020920,0
68,1,68,{5825BD65-56B6-4413-94FC-537209DCF55D},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,10035.180000000000291,40.609999999999999,AK,190803031505,190803031505,S,NM,190803031506,0.000000000000000,0.000000000000000,29410.141514899998583,1,515,9149.059999999999491,A8UK,412515,PNA8UK,6456.7,8/9/2005 0:00:00,Yes,Image Interpretation,Other, ,0.000000000000000, ,Fire perimeter modified using Landsat Image Service.,2027,2004,3/20/2019 0:00:00,jljenkins, ,10/6/2004 0:00:00,, ,N,2000 - 2009,2004.000000000000000,2000.000000000000000,49971.350856899996870,986.182545201000039,33.782080317999998,29410.141514899998583,0.000000000000000,29410.141514860246389,40610921.232153758406639,0
69,1,69,{FE8E9A6F-DF9B-47AE-852E-0831C8943857},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,14745.809999999999491,59.670000000000002,AK,190803050205,190803050205,S,NM,190803050206,0.000000000000000,0.000000000000000,33496.095471400003589,1, ,475.959999999999980,A546,411546, ,300,9/16/1995 0:00:00,Yes,Image Interpretation, , ,0.000000000000000, ,Fire perimeter modified using Landsat Image Service.,21791,1994,3/14/2019 0:00:00,jljenkins, ,8/31/1994 0:00:00,, ,N,1990 - 1999,1994.000000000000000,1990.000000000000000,6771.160740680000345,1004.720450779999965,34.780834900099997,33496.095471400003589,0.000000000000000,33496.095471365435515,59674174.211410485208035,0
70,1,70,{446729B6-EDA6-4D90-9C48-A3B5E7B7397C},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,8/1/2016 0:00:00,0,36348.379999999997381,147.099999999999994,AK,190803050202,Serpentine Creek,S,NM,190803050203,0.000000000000000,0.000000000000000,60065.357240800003638,1,194,4605.439999999999600,DG5R,711194, , ,6/19/2007 0:00:00,Yes,Not Recorded, , ,0.000000000000000, ,None Recorded,26634,2007,6/20/2007 0:00:00,DNR Fairbanks,No,7/26/2007 0:00:00,, ,N,2000 - 2009,2007.000000000000000,2000.000000000000000,24667.948573300000135,1013.416686489999961,31.527246084800002,60065.357240800003638,0.000000000000000,60065.357240800956788,147096650.204440057277679,2
71,0,71,{3CF7F956-8A40-449F-9C98-1571A628F481},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,24732.310000000001310,100.090000000000003,AK,190803050102,Little Windy Gulch-Salcha River,S,NM,190803050108,0.000000000000000,0.000000000000000,47988.484786499997426,1, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,1114.523908509999956,33.337288610400002,47988.484786499997426,0.000000000000000,47988.484786511442508,100088093.560841411352158,0
72,0,72,{73F97D29-C960-463D-831F-BD94DCE0DFA1},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,17142.389999999999418,69.370000000000005,AK,190803031403,190803031403,S,NM,190803031406,0.000000000000000,0.000000000000000,47159.750555600003281,1, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,1232.080080660000021,33.242586073299996,47159.750555600003281,0.000000000000000,47159.750555629812879,69372793.238804325461388,0
73,1,73,{8017A185-0B6B-4E06-AED0-0BC5C273BA82},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,8/1/2016 0:00:00,0,44567.870000000002619,180.360000000000014,AK,190803031503,Headwaters Goodpaster River,S,NM,190803031509,0.000000000000000,0.000000000000000,95206.981058399993344,1, ,38.060000000000002, ,812215, ,175,9/15/2001 0:00:00,Yes,Image Interpretation,DRG63, ,0.000000000000000, ,Fire perimeter modified using Landsat Image Service.,12431,1998,3/14/2019 0:00:00,jljenkins, ,6/26/1998 0:00:00,, ,N,1990 - 1999,1998.000000000000000,1990.000000000000000,1879.892780829999992,959.754751242999987,27.809559078100001,95206.981058399993344,0.000000000000000,95206.981058437755564,180359762.690742790699005,1
74,0,74,{38123798-C55E-4472-9B9F-C0853252DEFA},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,8/1/2016 0:00:00,0,36814.889999999999418,148.979999999999990,AK,190803050201,Headwaters Lost Creek,S,NM,190803050203,0.000000000000000,0.000000000000000,57400.557536000000255,1, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,963.129602482999985,21.992233209900000,57400.557536000000255,0.000000000000000,57400.557536048370821,148984593.115440845489502,9
75,2,75,{8AC3D78D-5571-49D2-B864-C97ABFCD3395},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,30076.919999999998254,121.719999999999999,AK,190803060903,Steele Creek- Chena River,S,IT,190803060905,0.000000000000000,0.000000000000000,79955.318442200004938,0,295,47.719999999999999,H55C,411295,PNH55C, ,6/17/2014 0:00:00,Yes,GPS,Foot, ,0.000000000000000, ,None Recorded,37492,2014,6/17/2014 0:00:00,DNR SW-McGrath,No,7/3/2014 0:00:00,,{52DE5052-CEDE-4163-BF80-C18C6CE672F4},N,2010 - 2019,2014.000000000000000,2010.000000000000000,3013.264095479999924,0.000000000000000,0.000000000000000,79955.318442200004938,0.000000000000000,79955.318442169547779,121716946.168662622570992,1
76,0,76,{8EC6F169-3F69-495F-A7A2-B2B743BB38C6},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,26608.310000000001310,107.680000000000007,AK,190803050401,Headwaters Porcupine Creek,S,NM,190803050402,0.000000000000000,0.000000000000000,55668.948068600002443,1, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,1404.373931569999968,47.216497408400002,55668.948068600002443,0.000000000000000,55668.948068593439530,107680031.296706885099411,0
