"","uRCA","LENGTH_M_sum","AREA_SQKM_mean","OUT_DIST_min","GRADIENT_mean","MNANPRC_M_mean","MEANANNCMS_mean","WIDTH_M_mean","DEPTH_M_mean","MAX_GRAD_D_max","LAKE_max","STRM_ORDER_max","AZIMTH_DEG_mean","SINUOSITY_mean","VAL_WIDTH_mean","FP_WIDTH_mean","DROPMAX_max","Fish_min","Basin_ID_min","VWI_Floor_mean","ValCnstrnt_mean","FlowVel_mean","BFQ_mean","StrmPow_mean","BeavHab_min","FISH_RESID_min","GEP_Cum_mean","GEP_mean","IP_CHIN2_mean","ELEV_M_mean","Shape_Area.x","Area_km2_RCA","Shape_Area.y","Area_km2_VB"
"794",770,1899.3,176.792,42.137,0.003,0.351,0.798,3.469,0.129,0.013,0,5,179.898,1.184,95.94,200.277,0,1,5050805,27.549,57.75,0.389,0.174,8.204,1,1,0.212,0.048,0.672,256.047,904571.809474504,0.904571809474504,442513.891720997,0.442513891720997
"795",771,2916.726,4.319,42.183,0.025,0.337,0.014,0.467,0.041,0.039,0,2,80.992,1.019,43.655,35.923,0,1,5050805,89.702,75.686,0.575,0.011,2.914,1,1,0.177,0.129,0.121,287.239,7843871.81753379,7.84387181753379,559231.327559511,0.559231327559511
"796",772,2390.036,3.522,699.02,0.062,0.437,0.016,2.03,0.194,0.105,0,2,165.741,1.006,32.518,22.065,0,1,3070103,16.074,10.899,2.216,0.892,526.284,0,1,0.337,0.334,0.064,549.441,6051759.95912759,6.05175995912759,303146.752803139,0.303146752803139
"797",773,2844.655,15.14,698.974,0.021,0.43,0.076,4.142,0.295,0.037,0,4,88.329,1.041,79.748,59.16,0,1,3070103,19.258,14.282,1.957,2.392,537.354,1,1,0.293,0.285,0.239,518.038,6108108.31896961,6.10810831896961,258431.161917727,0.258431161917727
"798",774,198.995,75.971,689.44,0,0.419,0.413,9.037,0.468,0.026,0,4,109.845,1.268,98.73,26.25,0,1,3070103,10.92,2.905,0.411,1.741,0.65,1,1,0.321,0.232,0.528,379.552,51845.7829935544,0.051845782993554,35986.5302773643,0.035986530277364
"799",775,959.411,2.409,689.394,0.054,0.362,0.009,1.533,0.176,0.075,0,3,51.501,1.005,0,-9999,0,1,3070103,0,0,2.14,0.579,317.002,0,1,0.301,0.259,0.044,404.54,4372319.32066873,4.37231932066873,98330.6823607486,0.098330682360749
"800",776,933.553,16.666,145.354,0.044,0.484,0.1,1.233,0.072,0.06,0,3,278.763,1.004,41.77,27.822,2.351,1,5031602,33.886,22.551,1.144,0.101,44.226,0,1,0.455,0.435,0.111,776.893,688290.511053084,0.688290511053084,58790.6428973891,0.058790642897389
"801",777,847.401,2.504,145.316,0.114,0.473,0.013,0.436,0.04,0.131,0,2,208.993,1.015,16.641,25.001,2.351,0,5031602,38.444,57.552,0.718,0.013,14.381,0,1,0.447,0.367,0,798.3,2901373.95026399,2.90137395026399,113483.338817785,0.113483338817785
"802",778,802.904,54.737,689.639,0.006,0.411,0.271,7.443,0.421,0.026,0,4,104.29,1.271,49.454,17.809,0,1,3070103,6.641,2.394,1.163,3.632,336.688,1,1,0.304,0.269,0.459,382.721,235926.370959908,0.235926370959908,74185.8054750188,0.074185805475019
"803",779,992.548,23.994,689.658,0.023,0.437,0.128,5.283,0.338,0.036,0,3,162.393,1.013,74.275,50.777,0,1,3070103,14.057,9.611,2.256,4.03,935.953,1,1,0.362,0.142,0.278,391.369,492651.531275262,0.492651531275262,171676.179171165,0.171676179171165
"804",780,3112.767,4.138,76.325,0.03,0.368,0.015,0.481,0.042,0.066,0,3,251.967,1.019,20.142,21.755,0,1,5050701,41.624,45.733,0.607,0.012,3.656,0,1,0.305,0.222,0.115,371.932,7449113.72857436,7.44911372857436,405489.681153875,0.405489681153875
"805",781,112.782,46.453,76.329,0.001,0.384,0.217,1.815,0.09,0.025,0,5,229.61,1.052,80.48,103.225,0,1,5050701,44.33,56.862,0.156,0.025,0.149,1,1,0.262,0.029,0.43,337.789,29129.6723755803,0.02912967237558,22771.2740254746,0.022771274025475
"806",782,1943.675,16.242,211.493,0.036,0.495,0.099,1.23,0.072,0.064,0,4,252.258,1.014,35.799,57.933,0,1,5031302,29.124,47.309,1.022,0.09,33.054,0,1,0.446,0.247,0.156,1057.381,2498471.51967475,2.49847151967475,268742.217935027,0.268742217935027
"807",783,1559.533,3.093,211.478,0.138,0.465,0.016,0.488,0.042,0.177,0,2,243.319,1.026,33.82,-9999,12.25,0,5031302,69.446,50.589,0.825,0.017,23.403,0,1,0.287,0.327,0.004,1121.233,3761257.67739026,3.76125767739026,158565.145132048,0.158565145132048
"808",784,1637.817,43.312,76.43,0.007,0.385,0.202,1.752,0.088,0.025,0,5,258.196,1.052,105.135,90.939,0,1,5050701,59.941,51.853,0.456,0.07,6.783,1,1,0.265,0.127,0.421,342.199,1347323.72753089,1.34732372753089,236120.946346558,0.236120946346558
"809",785,722.843,2.13,76.43,0.039,0.379,0.008,0.351,0.035,0.052,0,2,182.341,1.02,27.335,28.423,0,1,5050701,77.754,80.54,0.627,0.008,3.064,0,1,0.273,0.152,0.065,348.134,2746252.40177444,2.74625240177444,101422.901790085,0.101422901790085
"810",786,722.193,2.254,690.46,0.05,0.369,0.008,1.5,0.173,0.072,0,2,39.326,1.015,36.874,23.95,0,1,3070103,24.499,15.886,2.002,0.517,269.853,0,1,0.316,0.246,0.061,399.819,2092736.31148358,2.09273631148358,89300.3023414068,0.089300302341407
"811",787,5024.813,44.713,690.44,0.011,0.417,0.232,6.94,0.403,0.026,0,4,95.559,1.086,150.342,105.236,0,1,3070103,21.566,15.099,1.649,4.597,560.933,0,1,0.303,0.168,0.436,410.396,9975833.94962584,9.97583394962584,692900.246319024,0.692900246319024
"812",788,1104.975,33.13,695.465,0.013,0.424,0.172,6.048,0.369,0.026,0,4,98.535,1.034,96.187,64.84,0,1,3070103,15.904,10.72,1.827,4.08,555.96,1,1,0.305,0.23,0.388,444.149,806157.965530275,0.806157965530275,85428.0431313864,0.085428043131386
"813",789,2311.96,3.186,695.491,0.055,0.423,0.014,1.913,0.19,0.117,0,2,186.909,1.003,31.903,21.944,0,1,3070103,16.702,11.338,2.053,0.749,391.873,0,1,0.311,0.29,0.067,487.66,4456126.62303363,4.45612662303362,296385.347181832,0.296385347181832
"814",790,752.756,2.201,60.662,0.031,0.353,0.007,0.34,0.035,0.042,0,1,55.716,1.005,28.604,43.188,0,1,5050704,84.159,127.243,0.557,0.006,2.025,0,1,0.15,0.083,0.081,321.289,4132901.12846119,4.13290112846119,107664.094725819,0.107664094725819
"815",791,2311.163,3.444,60.654,0.035,0.374,0.013,0.438,0.04,0.071,0,2,141.576,1.016,106.83,39.454,0,1,5050704,247.935,87.338,0.652,0.011,4.025,0,1,0.276,0.154,0.088,343.326,5503794.01353408,5.50379401353408,288355.811698113,0.288355811698113
"816",792,2402.29,24.629,696.57,0.015,0.424,0.126,5.234,0.34,0.037,0,4,78.556,1.075,77.09,53.057,0,1,3070103,14.733,10.155,1.761,3.142,544.526,1,1,0.307,0.277,0.326,470.285,3314482.49240603,3.31448249240603,285066.893615589,0.285066893615589
"817",793,2977.376,4.611,696.616,0.062,0.447,0.022,2.349,0.209,0.122,0,3,170.547,1.006,30.538,19.876,0,1,3070103,13.011,8.427,2.284,1.149,664.916,0,1,0.301,0.327,0.072,528.887,6161557.41115737,6.16155741115737,340061.617913893,0.340061617913893
"818",794,1827.878,27.762,77.936,0.009,0.384,0.123,1.367,0.076,0.025,0,5,293.977,1.052,125.751,116.032,0,1,5050701,92.328,84.854,0.501,0.052,5.541,1,1,0.259,0.113,0.359,355.917,1697871.15117833,1.69787115117833,247336.161088047,0.247336161088047
"819",795,2550.071,10.924,77.969,0.019,0.396,0.048,0.857,0.058,0.032,0,4,211.151,1.023,36.628,38.104,0,1,5050701,42.524,43.919,0.628,0.031,6.301,1,1,0.292,0.211,0.22,367.251,3798318.76047892,3.79831876047892,359126.963887595,0.359126963887595
"820",796,536.777,2162.98,101.591,0.002,0.435,15.326,15.101,0.298,0.009,0,6,185.238,1.053,313.523,445.37,0,1,5031702,20.762,29.492,0.651,2.931,58.167,1,1,0.302,0.267,0.919,373,835451.167039328,0.835451167039328,84831.1881727582,0.084831188172758
"821",797,217.279,2.007,101.571,0.001,0.331,0.006,0.31,0.033,0.009,0,1,229.575,1.029,6.119,47.695,0,1,5031702,19.73,153.745,0.129,0.002,0.021,1,1,0.231,0.011,0.133,372.55,222889.317414335,0.222889317414335,222889.317414605,0.222889317414605
"822",798,1452.523,2.912,98.724,0.056,0.426,0.013,0.443,0.04,0.088,0,2,211.551,1.026,9.637,16.305,0,1,5031704,21.458,36.756,0.809,0.015,7.916,0,1,0.399,0.38,0.054,526.697,3471909.57203717,3.47190957203717,164253.18743331,0.16425318743331
"823",799,1342.02,2.832,98.726,0.064,0.417,0.012,0.432,0.04,0.094,0,2,144.795,1.01,8.739,15.891,0,1,5031704,20.658,36.844,0.794,0.014,8.308,0,1,0.381,0.404,0.052,528.915,3143989.21703055,3.14398921703055,168221.089595431,0.168221089595431
"824",800,1392.731,8.497,703.208,0.027,0.365,0.032,2.788,0.248,0.035,0,4,294.098,1.019,51.631,33.874,0,1,3070104,18.453,12.093,1.947,1.348,366.26,1,1,0.306,0.249,0.149,461.99,1456212.2519364,1.4562122519364,177699.624019967,0.177699624019967
"825",801,2279.741,4.319,703.215,0.041,0.383,0.017,2.083,0.206,0.061,0,3,261.243,1.011,40.288,27.022,0,1,3070104,19.33,12.84,2.099,0.902,358.133,0,1,0.304,0.233,0.071,485.099,4756355.14519898,4.75635514519898,249680.584350014,0.249680584350014
"826",802,7838.239,10.709,123.544,0.053,0.447,0.055,0.881,0.059,0.098,0,3,49.792,1.016,9.935,16.633,0,1,5031502,12.087,21.006,1.019,0.056,25.403,0,1,0.346,0.342,0.102,664.448,19946508.3408402,19.9465083408402,985971.903763529,0.985971903763529
"827",803,2764.066,25.35,123.542,0.025,0.427,0.131,1.411,0.078,0.049,0,3,303.578,1.032,11.903,20.374,0,1,5031502,8.475,14.493,0.903,0.099,24.695,0,1,0.287,0.314,0.258,537.515,3813092.53261201,3.81309253261201,332792.293528025,0.332792293528025
"828",804,2652.731,5.328,199.123,0.09,0.478,0.029,0.661,0.05,0.116,0,1,327.597,1.005,26.93,29.95,6.629,0,5031304,40.583,45.12,0.831,0.028,24.178,0,1,0.208,0.181,0.026,1044.588,6116698.63758626,6.11669863758626,300480.218990375,0.300480218990375
"829",805,4713.599,27.451,199.115,0.021,0.489,0.17,1.606,0.083,0.065,0,2,277.329,1.025,20.416,38.732,0,1,5031304,12.592,23.978,0.828,0.111,26.613,0,1,0.345,0.256,0.324,981.554,9454337.98495839,9.45433798495839,592024.242918457,0.592024242918457
"830",806,4004.752,39.818,65.14,0.008,0.376,0.179,1.65,0.085,0.026,0,4,159.335,1.068,18.793,28.396,0,1,5050702,11.441,17.225,0.505,0.071,8.682,1,1,0.292,0.118,0.391,298.461,4434686.76640676,4.43468676640676,902823.362353522,0.902823362353522
"831",807,6688.609,78.112,65.109,0.004,0.376,0.364,2.347,0.104,0.014,0,5,266.361,1.113,89.146,80.494,0,1,5050701,37.727,34.288,0.419,0.102,6.072,1,1,0.26,0.13,0.52,296.079,8948457.89486249,8.94845789486249,1131197.42988736,1.13119742988736
"832",808,3414.396,5.875,133.162,0.067,0.447,0.029,0.654,0.05,0.127,0,2,54.933,1.011,16.106,17.499,0,0,5031504,26.226,28.147,0.966,0.033,21.122,0,1,0.218,0.303,0.028,758.61,9946885.8931586,9.9468858931586,398423.937100022,0.398423937100022
"833",809,2087.35,9.421,133.21,0.043,0.457,0.05,0.873,0.059,0.059,0,3,307.463,1.013,12.025,14.943,0,1,5031504,14.052,17.263,0.975,0.05,21.379,0,1,0.255,0.287,0.097,698.601,2638678.8591554,2.63867885915539,293585.161834177,0.293585161834177
"834",810,8727.026,5732.907,0,0.001,0.464,47.22,26.435,0.409,0.008,0,7,234.341,1.301,591.51,457.166,0,1,-9999,22.38,17.296,0.613,6.636,86.486,1,1,0.29,0.07,0.894,196.257,13533138.5602245,13.5331385602245,4464637.79844155,4.46463779844155
"835",811,734.056,2151.318,102.097,0.002,0.435,15.241,15.059,0.298,0.009,0,6,221.8,1.181,349.706,525.911,0,1,5031702,23.22,34.923,0.621,2.784,53.254,1,1,0.301,0.033,0.917,374.229,172108.146105114,0.172108146105114,172108.146104822,0.172108146104822
"836",812,2844.447,11.735,102.12,0.02,0.394,0.052,0.888,0.06,0.049,0,3,128.793,1.035,25.957,49.069,0,1,5031702,29.161,54.937,0.593,0.031,8.717,0,1,0.399,0.294,0.192,388.869,2909269.92917174,2.90926992917174,805431.800770816,0.805431800770816
"837",813,2292.853,17.247,690.751,0.026,0.447,0.093,4.545,0.307,0.04,0,3,141.18,1.017,53.155,34.218,0,1,3070103,11.647,7.491,2.228,3.111,810.317,1,1,0.371,0.313,0.227,431.041,2986595.12580722,2.98659512580722,303546.156163297,0.303546156163297
"838",814,3192.681,4.816,690.651,0.052,0.43,0.022,2.297,0.209,0.088,0,3,204.7,1.009,39.511,25.657,0,1,3070103,17.049,10.916,2.171,1.042,514.804,0,1,0.352,0.332,0.09,469.611,7736516.05897182,7.73651605897182,361977.068409178,0.361977068409178
"839",815,1130.391,2.912,98.27,0.083,0.465,0.015,0.469,0.041,0.115,0,2,235.945,1.018,5.008,18.816,0,0,5031704,10.905,39.717,0.859,0.017,13.1,0,1,0.382,0.37,0.035,563.976,3996297.52211986,3.99629752211986,136639.702140485,0.136639702140485
"840",816,636.274,7.394,98.269,0.044,0.479,0.041,0.793,0.056,0.07,0,2,169.415,1.004,5.792,21.166,0,1,5031704,7.278,26.703,0.957,0.042,18.693,0,1,0.391,0.335,0.081,539.298,326319.177052332,0.326319177052332,73787.3056922035,0.073787305692203
"841",817,3946.492,4.545,198.118,0.078,0.478,0.024,0.601,0.048,0.123,0,1,213.042,1.018,34.09,31.777,0,0,5031304,57.21,54.164,0.804,0.023,17.387,0,1,0.261,0.176,0.033,1045.734,17.0979606956134,0.000017097960696,430565.060378196,0.430565060378196
"842",817,3946.492,4.545,198.118,0.078,0.478,0.024,0.601,0.048,0.123,0,1,213.042,1.018,34.09,31.777,0,0,5031304,57.21,54.164,0.804,0.023,17.387,0,1,0.261,0.176,0.033,1045.734,10138267.7346492,10.1382677346492,430565.060378196,0.430565060378196
"843",818,1060.746,39.307,198.118,0.023,0.483,0.248,1.94,0.093,0.056,0,2,307.723,1.006,40.096,32.842,0,1,5031304,20.674,16.968,0.99,0.178,42.569,1,1,0.309,0.203,0.341,927.979,1158091.20136563,1.15809120136563,176341.901880273,0.176341901880273
"844",819,5413.66,26.454,12.786,0.003,0.306,0.088,1.156,0.069,0.023,1,2,157.063,1.017,22.652,209.71,0,1,5050807,19.433,181.94,0.251,0.02,1.263,1,1,0.066,0.007,0.234,213.365,18042749.1578002,18.0427491578002,6156773.60793292,6.15677360793292
"845",820,740.122,5683.313,12.788,0.001,0.466,46.963,26.363,0.409,0.008,0,7,242.381,1.129,492.866,1091.458,0,1,5050807,18.699,41.4,0.688,7.414,110.933,1,1,0.292,0.014,0.905,204.743,396780.924006398,0.396780924006398,396780.92400811,0.39678092400811
"846",821,1905.66,2142.879,102.798,0.002,0.436,15.201,15.039,0.297,0.009,0,6,195.212,1.283,426.792,425.301,0,1,5031702,28.379,28.279,0.578,2.585,46.263,1,1,0.301,0.018,0.914,376.178,437257.002756425,0.437257002756425,418317.097714704,0.418317097714704
"847",822,369.706,6.296,102.771,0.01,0.362,0.024,0.606,0.048,0.02,0,3,232.9,1.127,7.102,61.492,0,1,5031702,11.717,101.473,0.36,0.011,1.415,1,1,0.306,0.033,0.2,376.358,88859.5909662133,0.088859590966213,88859.5909664849,0.088859590966485
"848",823,3824.249,3.642,691.161,0.033,0.376,0.014,1.919,0.198,0.092,0,2,152.451,1.008,38.159,23.08,0,1,3070104,19.657,11.864,1.504,0.562,215.808,0,1,0.235,0.147,0.118,380.858,6416741.04728523,6.41674104728523,694169.361243954,0.694169361243954
"849",824,1979.802,214.413,691.188,0.003,0.394,1.145,14.451,0.628,0.014,0,5,231.415,1.539,202.411,116.897,0,1,3070104,14.01,8.09,1.062,9.631,385.78,1,1,0.269,0.085,0.758,339.857,1176910.98003362,1.17691098003362,396821.948054675,0.396821948054675
"850",825,1346.751,123.131,63.923,0.003,0.374,0.592,2.992,0.119,0.013,0,5,312.087,1.271,271.943,159.771,0,1,5050704,90.904,53.398,0.4,0.142,6.859,1,1,0.267,0.042,0.613,282.151,326236.822474157,0.326236822474157,216833.049195591,0.216833049195591
"851",826,6437.249,41.741,63.883,0.007,0.398,0.203,1.754,0.088,0.024,0,4,231.456,1.066,44.828,51.889,0,1,5050703,25.784,29.43,0.502,0.077,6.429,1,1,0.271,0.122,0.43,298.084,11745020.67948,11.74502067948,1089931.24251254,1.08993124251254
"852",827,1925.391,137.74,123.502,0.012,0.452,0.86,3.603,0.132,0.035,0,4,258.504,1.023,40.244,25.276,0,1,5031504,11.173,7.017,0.88,0.419,62.175,1,1,0.279,0.34,0.641,509.022,2696201.08311102,2.69620108311102,247099.022533109,0.247099022533109
"853",828,5074.31,6.38,123.496,0.076,0.448,0.032,0.682,0.051,0.128,0,2,193.624,1.007,11.008,17.965,1.363,0,5031504,16.023,27.724,0.974,0.037,25.197,0,1,0.244,0.341,0.021,662.704,9654861.32387546,9.65486132387546,588884.056681479,0.588884056681479
"854",829,874.264,19.681,132.409,0.031,0.447,0.104,1.256,0.073,0.036,0,3,342.156,1.027,8.875,13.101,0,1,5031504,7.037,10.514,0.96,0.088,26.456,1,1,0.253,0.303,0.178,646.253,445115.116923816,0.445115116923816,97440.1713663501,0.09744017136635
"855",829,874.264,19.681,132.409,0.031,0.447,0.104,1.256,0.073,0.036,0,3,342.156,1.027,8.875,13.101,0,1,5031504,7.037,10.514,0.96,0.088,26.456,1,1,0.253,0.303,0.178,646.253,25,0.000025,97440.1713663501,0.09744017136635
"856",830,1713.822,36.67,132.407,0.024,0.461,0.215,1.808,0.089,0.049,0,3,258.791,1.006,31.736,13.853,0,1,5031504,17.529,7.662,0.953,0.154,39.153,0,1,0.273,0.373,0.322,653.33,1377265.46455553,1.37726546455553,172016.415949628,0.172016415949628
"857",831,2583.832,3.432,103.111,0.055,0.376,0.013,0.446,0.04,0.106,0,2,299.822,1.02,18.014,24.169,0,0,5031702,40.128,53.062,0.747,0.013,7.107,0,1,0.336,0.231,0.065,426.657,7062791.21411904,7.06279121411904,612811.088871791,0.612811088871791
"858",832,203.284,2.291,103.115,0.001,0.349,0.008,0.345,0.035,0.02,0,2,183.38,1.013,116.14,52.329,0,1,5031702,337.105,151.839,0.083,0.001,0.007,1,1,0.271,0.051,0.141,377.443,155794.843416916,0.155794843416916,108726.323267815,0.108726323267815
"859",833,1107.903,45.593,122.513,0.022,0.425,0.244,1.926,0.093,0.049,0,4,281.701,1.048,11.204,60.524,0,1,5031502,5.816,31.413,0.933,0.166,41.827,0,1,0.311,0.144,0.345,498.873,436783.568822497,0.436783568822497,143071.890989037,0.143071890989036
"860",834,1088.762,149.423,122.508,0.011,0.45,0.933,3.751,0.135,0.035,0,4,275.059,1.047,46.354,32.763,0,1,5031504,12.358,8.732,0.847,0.429,56.863,1,1,0.28,0.294,0.676,492.601,776061.981288364,0.776061981288364,163072.674598294,0.163072674598294
"861",835,3522.706,31.946,13.457,0.006,0.328,0.118,1.34,0.075,0.022,0,4,311.495,1.039,32.644,144.807,0,1,5050807,24.187,107.978,0.386,0.039,2.985,1,1,0.171,0.015,0.352,213.141,4829675.42962744,4.82967542962744,2754422.28828959,2.75442228828959
"862",836,2976.285,5646.678,13.491,0.001,0.467,46.772,26.31,0.408,0.008,0,7,218.384,1.188,829.343,593.72,0,1,5050807,31.52,22.567,0.578,6.208,61.433,1,1,0.292,0.111,0.905,206.543,4549238.86058181,4.54923886058181,1558896.77723911,1.5588967772391
"863",837,2387.878,26.901,201.396,0.009,0.503,0.174,1.625,0.084,0.049,1,3,242.632,1.042,12.56,21.767,1.778,1,5031303,7.812,13.477,0.529,0.071,8.829,1,1,0.416,0.257,0.337,981.658,4430017.15649429,4.43001715649429,318615.484549808,0.318615484549808
"864",838,1396.249,3.233,201.359,0.131,0.477,0.017,0.509,0.044,0.156,0,2,270.724,1.018,21.361,18.733,6.976,0,5031303,43.16,36.487,0.823,0.018,23.801,0,1,0.216,0.28,0,1054.911,4013835.8173127,4.0138358173127,184004.469161006,0.184004469161006
"865",839,552.843,57.347,131.9,0.015,0.455,0.342,2.278,0.102,0.036,0,4,292.908,1.006,16.772,19.975,0,1,5031504,7.364,8.77,0.826,0.191,29.566,1,1,0.267,0.32,0.469,630.238,231417.949871674,0.231417949871674,65161.2688814774,0.065161268881477
"866",840,624.411,2.132,131.896,0.069,0.434,0.01,0.385,0.037,0.086,0,2,214.183,1.018,12.415,21.798,0,1,5031504,32.405,56.505,0.815,0.012,7.796,0,1,0.237,0.206,0.048,644.525,1991901.230016,1.991901230016,86365.2959717846,0.086365295971785
"867",841,1828.883,3.67,98.867,0.088,0.498,0.02,0.559,0.046,0.121,0,2,202.123,1.007,10.559,18.753,0,0,5031704,18.939,33.573,0.788,0.02,16.795,0,1,0.382,0.397,0.04,618.856,5301749.35902075,5.30174935902075,205835.220828484,0.205835220828484
"868",842,1085.183,2.459,98.864,0.086,0.473,0.012,0.438,0.04,0.106,0,1,154.631,1.012,6.886,15.94,0,0,5031704,15.806,36.435,0.696,0.012,10.108,0,1,0.402,0.423,0.041,591.983,2584958.65154255,2.58495865154255,136314.91430322,0.13631491430322
"869",843,1846.812,171.764,62.23,0.003,0.379,0.852,3.584,0.132,0.013,0,5,252.528,1.183,125.609,135.824,0,1,5050704,34.949,38.045,0.434,0.204,8.667,1,1,0.264,0.039,0.69,276.305,899742.664345299,0.899742664345299,534768.160739371,0.534768160739371
"870",844,1588.762,2.187,62.26,0.018,0.337,0.007,0.329,0.034,0.046,0,1,85.044,1.02,54.966,52.202,0,1,5050704,166.939,158.195,0.407,0.004,0.92,0,1,0.114,0.028,0.119,283.679,3181965.82849773,3.18196582849773,445984.424448233,0.445984424448233
"871",845,622.34,2.218,131.558,0.08,0.424,0.01,0.385,0.037,0.098,0,2,82.083,1.014,15.047,18.892,0,1,5031504,38.937,48.866,0.685,0.01,7.523,0,1,0.294,0.297,0.047,643.387,1672346.58231643,1.67234658231643,73316.4743117456,0.073316474311746
"872",846,419.35,60.806,131.51,0.014,0.454,0.359,2.332,0.103,0.036,0,4,283.845,1.032,25.201,29.89,0,1,5031504,10.81,12.8,0.747,0.18,31.549,1,1,0.266,0.226,0.469,623.621,113382.595376491,0.113382595376491,40868.7307627787,0.040868730762779
"873",847,1714.68,196.654,120.925,0.01,0.443,1.226,4.297,0.146,0.035,0,5,278.939,1.038,47.528,26.547,0,1,5031504,11.056,6.177,0.835,0.524,61.193,1,1,0.287,0.267,0.751,478.285,2091316.76291578,2.09131676291578,256420.376765049,0.256420376765049
"874",848,6756.036,15.847,120.887,0.032,0.454,0.086,1.136,0.068,0.063,0,3,196.927,1.026,10.415,20.065,2.252,1,5031504,8.984,18.075,0.922,0.071,22.546,0,1,0.324,0.368,0.185,555.497,11611037.7217811,11.6110377217811,786120.051868067,0.786120051868067
"875",849,1822.315,26.186,134.001,0.02,0.465,0.153,1.524,0.081,0.049,0,3,257.551,1.02,17.421,17.822,0,1,5031504,11.431,11.713,0.815,0.101,21.636,0,1,0.276,0.3,0.323,688.249,2440502.80637854,2.44050280637854,224315.028858603,0.224315028858603
"876",850,4016.259,5.937,133.975,0.048,0.463,0.031,0.677,0.051,0.086,0,2,203.893,1.01,10.3,20.496,0,1,5031504,15.494,30.75,0.887,0.031,14.877,0,1,0.245,0.258,0.09,757.985,8904301.64635823,8.90430164635823,476721.441064072,0.476721441064072
"877",850,4016.259,5.937,133.975,0.048,0.463,0.031,0.677,0.051,0.086,0,2,203.893,1.01,10.3,20.496,0,1,5031504,15.494,30.75,0.887,0.031,14.877,0,1,0.245,0.258,0.09,757.985,17.0979606915479,0.000017097960692,476721.441064072,0.476721441064072
"878",851,409.558,2.077,125.336,0.165,0.408,0.009,0.364,0.036,0.198,0,2,332.317,1.018,17.479,13.188,17.991,0,5031504,47.968,36.255,0.802,0.011,17.112,0,1,0.329,0.306,0,546.383,2063137.75102516,2.06313775102516,47785.9463123307,0.047785946312331
"879",852,1640.746,132.955,125.289,0.013,0.453,0.831,3.541,0.131,0.035,0,4,255.98,1.021,34.739,31.468,0,1,5031504,9.804,8.893,0.902,0.418,62.581,1,1,0.277,0.334,0.637,529.853,2017067.57320887,2.01706757320887,201886.86493962,0.20188686493962
"880",853,2389.214,204.864,693.168,0.003,0.396,1.098,14.176,0.62,0.014,0,5,233.661,1.426,247.984,183.77,0,1,3070104,17.507,12.974,1.177,10.328,593.843,0,1,0.274,0.077,0.745,345.761,2519571.42794001,2.51957142794001,398881.836128272,0.398881836128272
"881",854,5046.859,4.059,693.122,0.032,0.382,0.016,2.023,0.203,0.085,0,3,161.445,1.011,58.805,41.631,0,1,3070104,28.795,20.282,1.558,0.613,237.582,0,1,0.224,0.11,0.125,398.899,8860267.78823051,8.86026778823051,1153706.10568432,1.15370610568432
"882",855,1835.599,6.193,104.823,0.054,0.421,0.028,0.658,0.05,0.08,0,3,91.096,1.019,8.229,25.595,0,1,5031702,12.313,39.177,0.95,0.032,16.948,0,1,0.42,0.365,0.071,474.402,7459853.90428468,7.45985390428468,219759.407716957,0.219759407716957
"883",856,1172.523,2.714,104.779,0.058,0.384,0.01,0.4,0.038,0.069,0,2,143.289,1.012,42.018,20.61,0,1,5031702,103.505,51.339,0.825,0.013,7.139,0,1,0.392,0.327,0.051,456,2865668.42969314,2.86566842969314,151485.547144026,0.151485547144026
"884",857,1710.894,2.782,119.427,0.102,0.391,0.011,0.41,0.038,0.145,0,1,59.441,1.01,7.238,16.191,0,0,5031504,17.455,39.644,0.682,0.011,10.79,0,1,0.305,0.304,0.029,526.646,3800206.27762875,3.80020627762875,196763.213466539,0.196763213466539
"885",858,1600.746,221.042,119.44,0.007,0.442,1.379,4.555,0.151,0.035,0,5,285.87,1.119,137.127,44.135,0,1,5031504,30.063,9.684,0.667,0.457,53.922,1,1,0.292,0.265,0.773,465.865,1973779.23874292,1.97377923874292,249201.562741701,0.249201562741701
"886",859,1130.624,2.895,128.286,0.143,0.43,0.013,0.445,0.04,0.218,0,1,220.564,1.009,10.127,14.877,16.569,0,5031504,23.783,33.559,0.81,0.015,21.938,0,0,0.281,0.36,0,647.766,3911875.19386214,3.91187519386214,111263.073966271,0.111263073966271
"887",860,3457.498,67.414,128.302,0.017,0.452,0.402,2.465,0.106,0.036,0,4,276.65,1.01,22.794,20.784,0,1,5031504,9.233,8.477,0.908,0.238,47.034,1,1,0.267,0.324,0.454,592.602,6355366.20870314,6.35536620870313,348220.008486636,0.348220008486636
"888",861,3460.523,4.532,116.215,0.07,0.399,0.019,0.532,0.044,0.114,0,2,45.62,1.014,35.415,15.484,1.425,0,5031504,64.369,29.613,0.894,0.022,13.988,0,1,0.315,0.354,0.054,536.746,6963636.67723792,6.96363667723792,423451.256437959,0.423451256437959
"889",862,649.411,241.235,116.254,0.002,0.438,1.496,4.745,0.154,0.035,0,5,256.493,1.099,147.73,40.313,0,1,5031504,31.097,8.502,0.439,0.321,9.643,1,1,0.295,0.325,0.825,440.397,220431.89315237,0.22043189315237,87655.398706053,0.087655398706053
